sample_id	total	catalytic_activity__acting_on_a_protein	peptidyl_prolyl_cis_trans_isomerase_activity	protein_disulfide_isomerase_activity	dihydrolipoyllysine_residue_succinyltransferase_activity	dolichyl_phosphate_mannose_protein_mannosyltransferase_activity	holocytochrome_c_synthase_activity	peptidylamidoglycolate_lyase_activity	polypeptide_N_acetylgalactosaminyltransferase_activity	protein_kinase_activity	protein_lysine_6_oxidase_activity	phosphoprotein_phosphatase_activity	dihydrolipoyllysine_residue_acetyltransferase_activity	peptidase_activity	protein_methyltransferase_activity	protein_prenyltransferase_activity	palmitoyl__protein__hydrolase_activity	protein_tyrosine_sulfotransferase_activity	microtubule_severing_ATPase_activity	ubiquitin_like_modifier_activating_enzyme_activity	X_acyl_carrier_protein__phosphodiesterase_activity	X_protein_PII__uridylyltransferase_activity	phosphatidylglycerol_prolipoprotein_diacylglyceryl_transferase_activity	protein_disulfide_reductase_activity	protein_N_acetylglucosaminyltransferase_activity	aminoacyltransferase_activity	lipoate_protein_ligase_activity	biotin_protein_ligase_activity	deoxyhypusine_monooxygenase_activity	protein_cysteine_S_acyltransferase_activity	ubiquitin_like_protein_transferase_activity	protein_xylosyltransferase_activity	peptidyl_proline_dioxygenase_activity	protein_lysine_deacetylase_activity	lipoyl_octanoyl__transferase_activity	protein_deglycase_activity	peptide_O_fucosyltransferase_activity	X_glutamine_synthetase__adenylyl_L_tyrosine_phosphorylase	protein_glucosylgalactosylhydroxylysine_glucosidase_activity	protein_methylesterase_activity	peptide_lysine_N_acetyltransferase_activity	microtubule_plus_end_polymerase	peptidyl_aspartic_acid_3_dioxygenase_activity	protein_glycine_ligase_activity	protein_glutamic_acid_ligase_activity	peptidyl_lysine_5_dioxygenase_activity	protein_O_GlcNAc_transferase_activity	protein_ribulosamine_3_kinase_activity	protein_methylthiotransferase_activity	catalytic_activity__acting_on_a_glycoprotein	protein_demethylase_activity	ATP_dependent_histone_chaperone_activity	NAD__protein_ADP_ribosyltransferase_activity	Remaining
0159_AP39_21339_20181113_ST_E21	10922250	0	16771.25	1.625	160.3	689.75	0	0	0	30119.4065476191	0	9931.49999999999	28.3	204105.31235119	3396.14305555555	0.1	0	0	0	3574.08333333333	81.5	84.5833333333335	2262.75	4362.35416666667	0	3427.25	190.611111111111	1393.875	0	0	28.875	183.75	2	330.375	657.7	19.125	0	25.7083333333333	0	576.85	0	0	0	0	0	0	0	0	820.616666666665	304.541666666667	0	0	635.5	10638084.2644345
0159_AA34_42464_20191002_ST	10881377	0	11268.5833333334	4.5	1120.15	18	1	0	0	25737.6202380952	0	7006.08964646465	944.533333333333	174897.488758117	2178.90511363636	0	0	0	0	2259.91666666667	792.5	1185.08333333334	1336	6330.54166666667	0	3673.47916666666	812.944444444443	1026.04166666666	0	0	2385.125	96	0	123.283333333334	551.5	196.125	0	78.4916666666665	0	1013.20833333333	0.5	0	0	0	0.166666666666666	0	0	0	259.791666666667	833.483333333335	2.125	0	232.833333333334	10635010.9892992
0159_AB10_26039_20180723_ST	10865068	0	23682.8333333334	0	157.725	181.5	0	0.666666666666665	0	20614.2029761905	0	4718.66666666666	2.5	221618.833333333	2243.79166666667	0	0	1.5	0	3235.16666666667	14	37.25	2425	4859.38194444444	0	2982.125	81.8333333333333	1589.58333333334	0	0	8	809.416666666665	0	114.5	462.166666666667	42.5	0	23.6333333333334	0	170.333333333334	0	0	0	0	0	0	0.5	1	929.65	103.625	0	0	266.25	10573689.8650794
0159_AA34_42409_20190428_ST	10860578	0	17735.4242424243	1.125	13.5	279	0	0.833333333333335	0	29193.4183862434	0	7415.8630952381	6.66666666666667	208138.008802309	3171.09097222222	0	0	0	0	3086.83333333333	161.5	8	2466.5	5045.27083333333	0	3715.33333333333	116.5	1407.18333333333	0	0	46	171.25	3	352.208333333333	681.583333333335	1.875	0	1.1	0	337.833333333333	0	0	0	0	0	0	0	0	881.783333333335	848.25	0	0	271.75	10575019.3153349
0159_AZ03_32048_20190111_ST	10831592	0	20693.2291666666	0.5	108.9	230.5	0.25	1.08333333333334	0	22545.3188492064	0	7336.04444444444	174.8	201354.962053571	3069.24027777778	0	0	65.5	0	4315.25	120.75	197.666666666666	2474	5171.5625	0	2354.27083333333	202.666666666667	1478.975	0	0	10.75	520.25	0	256.860714285714	320.166666666667	0	0	47.7	0	317.625	0	0	0	0	0.833333333333335	0	0	0	887.725	95.0833333333335	0	0	139	10557100.5361607
0159_AB18_26426_20190328_ST	10813417	0	16788.8333333334	0.5	109.85	214.5	0.5	0.416666666666667	0	29650.7439814815	0	8215.70833333333	0.666666666666667	224280.599007936	3153.975	0	0	9.5	0	2868.08333333333	97	14.1666666666667	2364.75	4242.94444444444	0	2794.96666666666	73.8333333333333	1271.225	0	0	28.875	348	6	298.023809523809	616.25	0	0	9.5	0	429.541666666667	1.16666666666666	0	0	0	0	0	0	0	737.008333333335	244.083333333334	0	0	297.25	10514248.5387566
0159_AV42_66197_20191014_ST	10773382	0	16325.6742424242	0	113.9	146.75	1.5	0.25	0	27477.696031746	0	7402.70833333333	133.866666666667	203515.952340368	3120.15814393939	0	0	29	0	3392.25	253.25	139.083333333334	2264.5	4729.21527777778	0	3712.75	141	1298.70833333334	0	0	30	196	0.5	342.866666666667	541.75	4	0	24.4416666666666	0	476.5	0	0	0	0	0.5	0	0	3.75	739.1	404.391666666666	0	0	496.416666666667	10495923.5706304
0159_AB18_26647_20210115_ST	10726321	0	15889.3333333334	0	13.775	186.5	4.5	0	0	28373.1875	0	8143.875	9.33333333333333	194664.81889881	3096.40555555556	0	0	15.5	0	3135.25	69.5	23.75	2423.5	4607.1875	0	3493.85833333333	236.888888888889	1363.80833333333	0	0	18.625	391	1	364.05	484.416666666667	35	0	9.44166666666665	0	439.5	0.166666666666666	0	0	0	0	0	0	0.25	780.133333333335	474.458333333333	0	0	1147.5	10456424.4866567
0159_AZ03_32003_20171013_ST	10712806	0	15725.3787878788	1.875	371.3	1008.25	0	0.25	0	25218.0498015873	0	9359.86111111111	210.666666666667	177678.594061147	2957.17569444444	0.1	0	17	0	2883.26666666667	140.5	260.583333333333	2973	4951.12152777778	0	3302.33333333333	310.444444444444	1400.225	0	0	42.2083333333333	357.25	6.5	347.341666666667	949.083333333335	34.75	0	16.2583333333334	0	353.958333333333	0	0	0	0	0	0	0.5	1.5	884.325	558.416666666665	0.375	0	159.25	10460324.3079049
0159_AP39_21336_20181130_ST_E21	10683703	0	16042	0.291666666666667	4.25	574.5	2	1.08333333333334	0	27652.0972222222	0	9384.79761904762	26.5	196697.339136905	3536.68472222222	1	0	42.5	0	2777.41666666667	7	27.25	2715.5	4400.54166666667	0	3061.25	90.2333333333333	1254.78333333333	0	0	103	185.25	6	383.251785714286	455.916666666667	0	0	13.2	0	507.833333333335	1.41666666666666	0.5	0.5	0	0	0	0	0	852.275	484.791666666667	0.0833333333333332	0	319.416666666667	10412090.5461806
0159_AB10_26740_20200927_ST	10665159	0	15417.5833333334	3	50.4	145	1.5	0	0	30478.8910714285	0	8287.45833333334	36.1	181982.137053571	3270.84097222222	0	0	72.5	0	2224.83333333333	32	62.75	2040	4374.93055555555	0	3359.35	233.4	1297.50833333334	0	0	13.1666666666667	63	0.166666666666666	324.741666666667	573.75	5	0	14.3916666666666	0	452.416666666667	0.5	0	0	0	0	0	0	0	722.641666666665	1589	0.125	0	2288.5	10405741.4170139
0159_AB10_26390_20190116_ST	10638868	0	16653.75	0.625	9.75	759	23.5	0.25	0	23094.2271825397	0	9492.16666666667	37.6666666666667	189051.599404762	3412.48194444445	0	0	22.5	0	3147.70833333333	41	22	2579.5	4787.15625	0	2868.54166666667	140	1426.21666666667	0	0	25.5	195.25	1.5	428.2	409.75	0	0	9.75	0	418.166666666667	0.166666666666666	0	0	0	0	0	1	0	971.05	213.166666666666	0	0	1052.91666666666	10377571.9435516
0159_AP39_21113_20190110_ST	10624456	0	14817	1.25	191.125	240	4.75	0.25	0	32583.7902777778	0	6984.95833333333	3	207941.805424784	3179.30025252525	0.5	0	0	0	3149.83333333333	368	37.9166666666667	1975	4309.09027777778	0	3334.75	272.333333333333	1170.25	0	0	17.975	639.75	0.5	313.645238095238	837.25	0	0	16	0	471.458333333333	0	0	0	0	0.166666666666666	0	0.5	1.25	552.25	177.583333333334	0	0	2386.41666666667	10338476.3518624
0159_AB18_26665_20200817_ST	10577844	0	16815.75	0.5	107.983333333334	439.5	16.75	0.25	0	26176.7920634921	0	9128.45833333333	10.0666666666667	187414.875744048	3420.62361111111	0.25	0	14.5	0	2894.25	35.5	44.4166666666667	2619.25	4790.41666666667	0	3561.175	124.777777777778	1423.58333333334	0	0	25.875	213	2	371.566666666666	730.916666666665	1.25	0	16.75	0	479.141666666666	0	0	0	0	0	0	0	0	871.225	294.416666666667	0	0	447	10315351.1891369
0159_AP39_21355_20180223_ST_E21	10577341	0	22407.25	0.125	173.7	326	0	0	0	19495.1146825397	0	5388.33333333333	312.8	218839.526934524	2966.35347222222	0.5	0	24.5	0	3155.83333333333	147.75	281.416666666667	2294	5023.90277777778	0	3024.3	139	1765.075	0	0	29.5	92.6666666666665	0	196.954761904762	317	0	0	37.0416666666667	0	190.541666666666	0	0	0	0	0.666666666666665	0	0	1.75	768.158333333335	360.208333333333	0	0	172.416666666666	10289408.6140377
0159_AB10_26745_20201112_ST	10566022	0	13965.1666666666	7.75	112.375	352	19.25	0.166666666666666	0	30616.3192460317	0	10362.7916666667	114.166666666667	169401.439136905	3140.08819444444	0.75	0	1	0	3150.16666666667	58	188.166666666666	2470.5	4879.55555555556	0	2059.66666666667	442.4	1197.125	0	0.5	37.6416666666667	199.5	0.166666666666666	305.296428571429	269.25	9	0	55.6166666666665	0	901.791666666665	0.5	0	0	0	0	0	0	26	682.766666666665	2679.20833333333	0.625	0	311.166666666667	10318004.1264385
0159_AV42_66179_20190929_ST	10564754	0	16297.3333333334	0.625	5.1	840	0.5	0.25	0	25146.6726190477	0	10179.4583333333	73	185604.849945888	3218.80138888889	1.1	0	6	0	3095.91666666667	53	10.75	2771	4844.82638888889	0	2990.33333333333	261.666666666667	1476.24166666666	0	0	22.7916666666667	316.5	2	378.695238095238	665.358333333335	3	0	3.96666666666667	0	311.25	0	0	0	0	0	0	0	0.25	939.183333333335	252.125	0	0	159.25	10304822.2044192
0159_AB18_26717_20201005_ST	10533585	0	16738.75	2	426.9	102	5	0	0	25573.2152777778	0	7659.35	722.466666666667	169908.782873377	3185.54678030303	0	0	0.5	0	2725.79166666667	239.75	587.291666666665	1957.75	5568.20138888889	0	3361.79583333333	293.666666666667	1470.725	0	0	23.625	43.0833333333333	0	222.268452380952	576.083333333335	1.625	0	87.2166666666665	0	499.625	0	0	0	0	0.833333333333335	0	19	0	482.633333333333	438.541666666667	0.5	0	345.25	10290315.2310606
0159_AZ03_32032_20180919_ST	10495661	0	15627.1666666666	0.125	136.425	499.75	2	0.25	0	26607.8285714286	0	9556.36309523809	12.4	185115.069494048	3475.45625	0.1	0	0	0	3411.83333333333	60.5	12.6666666666667	2668.5	4015.61805555556	0	3094.875	207.333333333333	1423.93333333333	0	0	8.875	206.75	0	361.065476190476	658.333333333335	0.75	0	3.725	0	368.375	0	0	0	0	0	0	1.5	0	839.8	244.5	0	0	1125.25	10235913.8823909
0159_AZ03_32008_20180124_ST	10492348	0	14980.2954545455	0	2.625	403.5	13	0	0	26796.1682539682	0	8945.79166666667	1	192429.965381494	3461.75833333333	0.25	0	0	0	3319.16666666667	117	107.5	2458	4406.52777777778	0	3059.41666666667	92.388888888889	1227.75	0	0	41.25	179.75	1	392.075	297.583333333333	50.5	0	50.0583333333335	0	462.416666666667	0	0	0	0	0.666666666666665	0	0	0.25	836.933333333335	419.75	0	0	155.333333333334	10227638.3292433
0159_AB18_26714_20201224_ST	10412465	0	14952.1	0.5	129.45	755.5	8	0	0	29583.4432539683	0	9223.79166666666	72.5333333333333	181836.037946429	3145.13333333333	0.5	0	6.5	0	3426.08333333333	180.5	71.8333333333335	2705.66666666667	4007.56944444444	0	3822.275	137	1316.66666666666	0	0	11.75	439.916666666667	0	353.096428571429	674.833333333335	0	0	4.425	0	336.291666666667	1.25	0.25	0	0	0	0	0	0	777.866666666665	404.666666666667	0	0	863.166666666665	10153216.4029266
0159_AB18_26396_20190529_ST	10400357	0	16649.5833333334	0	111.975	491.25	18.5	0	0	27926.970436508	0	7417.41666666667	28	208936.196577381	2860.05555555556	0.25	0	6	0	3387.58333333333	68	49.25	2413	4967.26388888889	0	2683.91666666667	147.166666666667	1247.99166666666	0	0.25	13.475	353.833333333333	1	280.9	632.666666666665	0	0	26.425	0	347.041666666667	0.5	0	0	0	0	0	0.5	0	747.725	221.25	0.15	0	354.75	10117966.1635417
0159_AB18_26444_20190227_ST	10325324	0	15362.6742424242	18.5	16.45	141.25	12.75	0.25	0	28025.5277777778	0	6709.04166666667	58.6666666666667	193575.671550325	2810.69791666667	0.166666666666666	0	20	0	2296.58333333333	154.5	24	2224	4522.84722222222	0	3263.32083333333	249.333333333333	1230.5	0	0	10.4166666666667	304.833333333333	0.5	280.053571428571	471.666666666667	0	0	11.5583333333333	0	486.433333333334	0.5	0	0	0	0	0	0	0	610.125	664.516666666665	0	0	201.75	10061564.9152192
0159_AB18_26417_20190218_ST	10318247	0	15455.8333333334	0	373.95	212.25	0.75	0	0.5	26649.1027777777	0	6930.36111111111	328.5	181224.232440476	2780.125	0	0	6.5	0	3457.91666666667	288.5	430.488095238095	2373	5124.35416666666	0	3367	240.333333333333	1310.29166666666	0	0	32.375	157.416666666666	2	297.673809523809	552.166666666665	54	0	24.375	0	492.916666666667	0	0	0	0	0	0	1	0	627.091666666665	447.583333333333	1.125	0	496.916666666667	10064506.3709325
0159_AY44_33043_20170926_ST	10316849	0	15287.1666666666	0	31.625	32.5	0	0	0	29312.5515873016	0	5912.75	5.33333333333333	226920.746875	2771.34097222222	0	0	9	0	4166.66666666667	363	23.4166666666667	1946	3942.77777777778	0	2821.91666666667	90.5	1142.875	0	0	5.75	624.25	1	282.519047619048	444.75	0.625	0	10.7	0	517.625	0	0	0	0	0	0	0	0	548.225	277.416666666667	0	0	968	10018387.9720734
0159_AB18_30835_20201101_ST	10304020	0	16951.6666666666	0	58.175	339.5	1.25	0	0	27079.0111111111	0	6720.24999999999	65.9333333333333	216019.014136905	3106.34861111111	0	0	0	0	2853.58333333333	85.5	88.7083333333335	2086.5	4829.82638888889	0	2859.58333333333	71.8333333333333	1241.35	0	0	22.125	90.25	3.5	281.046428571429	622.916666666665	8.375	0	9.9	0	474.625	0	0	0	0	0	0	0	0	675.925	206.708333333334	0	0	2848.83333333333	10014317.7616567
0159_AP39_21685_20190116_ST	10289048	0	13261.9166666666	0	349.225	37.5	0.25	0	0	30391.6140873016	0	7328.25	14.4	167317.614569805	2959.14008838384	0	0	0.5	0	5008.16666666665	167	42.5	1567.66666666666	4593.32638888889	0	4172.95833333333	240.833333333333	1127.75	0	0	0.5	413.75	0.5	227.971428571429	1118.09166666667	0.375	0	12.45	0	375.041666666667	0	0	0	0	0	0	2	0	502.208333333335	50.1666666666667	0	0	29.25	10047735.083437
0159_AZ03_32077_20190530_ST	10287599	0	16107.3333333334	1.5	44.6	231.5	1	0	0	27804.7916666666	0	7200.76388888889	47.4	203819.103273809	2879.67916666667	0	0	0	0	3062.41666666667	24	44.3333333333333	2263	4952.18055555556	0	3440.25	133.166666666667	1221.5	0	0	43.25	235.75	0.166666666666666	328.758333333333	616.866666666665	0.25	0	19.15	0	552.625	2.5	0	0	0	0	0	0	0	796.375	270.416666666667	0	0	1549.75	10009904.6231151
0159_AZ03_32037_20201020_ST	10221279	0	14198.8954545455	3.875	9.375	1828	0	0	0	20423.3130291005	0	10430.8678571428	10.1666666666667	161370.399440837	3527.79791666667	0.5	0	82	0	3102.79166666667	20.5	43.0833333333333	2996	4692.27777777778	0	3607.19166666667	320.222222222222	1218.625	0	0	30.75	161.5	2.5	479.116666666667	463.416666666667	0.25	0	3.39166666666666	0	211.083333333334	0	0	0	0	0	0	0	0	1082.06666666667	410.541666666667	0.0833333333333332	0	198.75	9990349.66796837
0159_AS41_40058_20180625_ST	10150035	0	14828.6666666666	13.25	110.1	66.5	18.75	0	0	28483.4018518518	0	6233.19722222222	114.266666666667	195000.523015873	2974.34513888889	0	0	0	0	2393.5	163.5	134.083333333334	2112.5	4561.00694444444	0	2957.09166666667	240.5	1087.91666666666	0	0	162.416666666667	176.25	0.5	272.338095238095	382.916666666667	13.5	0	10.15	0	500.916666666665	0	0	0	0	0	0	12.25	0	616.133333333335	237.916666666666	0.125	0	96.5	9886059.98773148
0159_AB18_30941_20200915_ST	10110290	0	14935.5454545455	0	75.025	272.5	15.5	0	0	24938.0097222222	0	8344.44642857143	23.6666666666667	183993.996482684	2922.91900252525	0	0	1	0	2789.16666666667	91.5	192.083333333334	2294.41666666667	4763.01388888889	0	3456.16666666667	238.611111111111	1287.36666666666	0	0	51.6666666666667	280.25	0.5	317.925	546	0.75	0	95.2833333333335	0	442.333333333333	0	0	0	0	0	0	0	0.75	715.033333333335	711.291666666665	0	0	880.333333333335	9855612.94957612
0159_AZ03_32055_20190830_STLS	10086262	0	14825.4166666666	0	19.725	384	5	0	0	23258.1111111111	0	11032.9880952381	51.6666666666667	182499.125595238	3551.41666666667	0.25	0	0	0	2879.83333333333	97.5	43.5	2863.75	4168.28472222222	0	3077	199.166666666667	1169.01666666667	0	0	31.2916666666667	183.5	10.5	370.783333333333	332	0.375	0	9.63333333333335	0	315.5	0	0	0	0	0	0	0	0	939.658333333335	418.083333333333	0	0	377.166666666667	9833147.75714286
0159_AP39_21290_20181113_ST_E21	10073593	0	14673.6742424242	1	59.65	728.25	39.5	0	0	24279.0632936508	0	5442.07222222222	50.1	189686.512472944	2804.08333333333	0.25	0	0.5	0	2876.33333333333	95.25	125.333333333333	2108.5	4733.25694444445	0	3464.20833333333	257.666666666667	1214.375	0	0	20.625	383.75	0.333333333333333	313.596428571428	655.833333333335	200.25	0	46.3	0	539.75	0.166666666666666	0	2	0	0	0	0.5	0.5	685.208333333335	225.791666666666	0	0	1912.33333333334	9815966.48272908
0159_AB18_26743_20201030_ST	10068725	0	15602	0	29	293.5	21.75	1.5	0	24924.9061507936	0	8202	1.83333333333333	185802.44375	3077.04444444444	1	0	38.5	0	3020.66666666667	72	1.25	2289.5	4815.73611111111	0	2993.70833333333	80.9444444444443	1304.31666666667	0	0	15.75	385.5	1.5	342.241666666667	468.833333333333	0	0	0.1	0	377.083333333333	0	0	0	0	0	0	0	0	794.15	492.916666666667	0	0	1028.25	9812245.07509921
0159_AB18_26410_20190215_ST	10012570	0	13589.0833333334	3	396.075	245	78	0	2.5	29658.6549603175	0	6127.91666666667	270.7	197454.917559524	2436.00208333333	0.25	0	0	0	1941.58333333334	121	181.708333333334	1661.5	4705.01388888889	0	3704.3375	261.533333333333	1123.825	0	0	3.625	151.25	0	234.207142857143	415	23.75	0	16.025	0	547.25	0	0	0	0	0	0	1	0	418.875	309.891666666666	0	0	316.5	9746170.02519841
0159_AA34_42092_20180525_ST	9998403	0	13977.5	0	3.225	63.5	0.25	1	0	28938.0535714286	0	8367.125	1.33333333333333	194307.005208333	2899.89027777778	0.5	0	71	0	2873.66666666667	6.5	7	2092.5	4137.61805555556	0	2280.29166666667	104.333333333333	1080.64166666667	0	0	1.5	261.25	2.5	327.2	436.75	0.25	0	4.4	0	445.125	0	0	0	0	0	0	0	0	651.5	374.375	0	0	691	9733994.21622024
0159_AV42_66212_20191007_ST	9991459	0	15849.7222222222	1.5	75.95	197	0.25	0.25	0	26443.0708333334	0	6002.91666666667	6.4	185877.299936869	2841.65119949495	0	0	9.5	0	4345.41666666667	134.5	77.3333333333335	2107.5	4467.72222222222	0	3065.66666666667	306.566666666667	1307.05833333333	0	0	23.125	355	1	292.563095238095	745.916666666665	0.5	0	31.3416666666667	0	459.708333333333	0	0	0.5	0	0	0	0	0	622.666666666665	353.666666666667	0.125	0	245.916666666666	9735209.69549062
0159_AB10_26748_20201110_ST	9970740	0	13750.0416666666	0	18.25	465	13	0.333333333333333	0	27557.8861111111	0	8206.57142857143	87.6666666666667	187162.014191017	2995.64797979798	0	0	0	0	2418.875	52	33	2231.5	3695.0625	0	1927.91666666667	62	1068.53333333333	0	0	35	169.75	0	334.5	247	0	0	9.73333333333335	0	367.541666666667	0	0	0	0	0	0	0	0	703.25	343	0	0	186.75	9716598.17612283
0159_AB18_26691_20200831_ST	9909580	0	13514.1883116883	0.5	23.625	113.5	0.5	0	0	30544.5375	0	6154.08333333333	57.2666666666667	196527.160750361	2408.85555555556	0	0	37	0	3049.58333333333	207.5	78.3333333333335	1773.5	4315.95138888889	0	3409.08333333333	168.666666666667	1010.58333333333	0	0	35.125	332.5	1	241.854761904762	465.5	2.25	0	10.6833333333333	0	575.125	0	0	0	0	0	0	0	3	471.391666666666	513.166666666665	0.125	0	933.75	9642600.11006493
0159_AB18_26784_20201230_ST	9871672	0	14422.9242424242	0.375	75.75	734.25	1.5	0.25	0	24350.4111111111	0	8992.07142857143	24.6666666666667	174533.954437229	3317.81527777778	0	0	6	0	2884.25	122	17.0833333333333	2277.75	3963.66319444445	0	2956.41666666667	172.444444444444	1264.325	0	0	23.4166666666667	177.916666666666	0.5	360.435714285714	495.25	0.5	0	5.90833333333335	0	304.708333333333	1.16666666666666	0	0	0	0	0	0	0	836.083333333335	390.5	0	0	344.833333333333	9628612.88014971
0159_AP39_21364_20180504_ST_E21	9863312	0	16372.4166666666	0	37.45	170.5	0.5	0	0	26234.8967592592	0	7207.56944444445	39.3	185755.485019841	2943.49236111111	0	0	10.5	0	2827.58333333333	94	52.1666666666665	2458.16666666667	3766.23611111111	0	2796.58333333333	73.5	1450.51666666667	0	0	7.79166666666665	443.75	0	330.933333333334	495.583333333333	0	0	15.4416666666667	0	341.833333333333	0	0	0	0	0.166666666666666	0	0	2.5	805.083333333335	76.0833333333335	0	0	54.6666666666665	9608447.30363757
0159_AY44_33148_20190508_ST	9840115	0	15102.4242424242	12.5	35.75	657.25	0.5	0	0	22873.6156746031	0	11768.3	118	170128.34178842	3789.59583333334	2	0	0	0	3102.125	11	80.7916666666665	2960.5	3607.61706349206	0	2349.83333333333	156.388888888889	1283.00833333334	0	8	122.875	95	1.5	416.371130952381	97.5	0	0	36.4583333333333	0	309.375	15.4583333333333	1.25	0	0	0	0	1	0.25	940.833333333335	174.416666666666	0.25	0	359.666666666667	9599495.25371122
0159_AP39_21361_20180308_ST_E21	9785854	0	14609.25	0	16.6	267.5	9.75	0	0	28769.6920634921	0	8943.01785714286	40	166048.98139881	3103.19027777778	0	0	5	0	2810.16666666667	189	4.83333333333333	2393.5	3483.48611111111	0	3130.91666666667	63.3	1311.30833333333	0	0	7.75	298.75	2.5	334.516666666666	799.583333333335	1.25	0	0.875	0	427.625	3	0	0	0	0	0	0.5	0	735.091666666665	274.291666666667	0	0	176	9547592.77395833
0159_AB18_102958_20200826_ST	9785695	0	14371.4371212121	0	240.8	451.75	0.75	0.666666666666665	0	28940.9708333333	0	8727.85	44.4	177535.350978535	2727.97361111111	0	0	12.5	0	2580.5	39	7.875	2288	4296.00694444444	0	2988.04166666667	85.5	1399.68333333333	0	0	4.85	193.25	2.5	300.253571428571	789.75	1.25	0	2.66666666666667	0	344.458333333333	0	0	0	0	0	0	2	0	696.616666666665	179.916666666666	0.125	0	779	9535659.30693994
0159_AB10_26768_20200809_ST	9749901	0	13860.75	2.5	192.275	490	0.5	0.25	0	24048.0293650793	0	7948	57.9333333333333	195815.274107143	2630.78541666667	0	0	0	0	2750.33333333333	34.5	80.25	2276	4244.87847222222	0	3790.79166666667	160.066666666667	1134.35	0	0	47.875	443	3	339.959523809524	627.375	10	0	13.4083333333333	0	255.833333333334	0	0	0	0	0	0	0	0	803.191666666665	395.916666666667	0	0	143.916666666666	9487300.05644841
0159_AZ03_32028_20180808_ST	9749477	0	14391.1287878788	0	67.4	228.5	1.5	0.75	0	28091.2736111111	0	7048.83333333333	21.0666666666667	186414.193790584	2856.28611111111	0	0	58	0	3177.33333333333	235	47.0833333333333	1816	3934.21875	0	2132.29166666667	263.111111111111	1215.04166666666	0	0	29.25	381.416666666667	0	294.434523809524	508.666666666665	4.875	0	9.05	0	653.041666666665	0.25	0	0	0	0	0	1	0	564.258333333335	398.083333333333	0	0	420.166666666667	9494213.49498106
0159_AV42_66200_20191011_ST	9738602	0	16867.9242424243	0	40.85	703.75	3.75	0.416666666666667	0	21835.2956349207	0	8869.5	42.5	189613.029586039	2794.08541666667	0.1	0	8.5	0	3006.5	38	81.6666666666665	2255.5	4421.47222222222	0	2265.375	149	1347.59166666667	0	0	21.5	467	1	282.775	241.5	22	0	24.0166666666667	0	322.166666666667	0	0	0	0	0	0	0	1	835.25	142.75	0	0	585.583333333335	9481310.65123106
0159_AB18_26755_20201020_ST	9707826	0	14172.25	0	47.35	489.5	13	0	0	24877.0694444445	0	8828.5	43.8666666666667	175750.879017857	2975.27222222222	0	0	21.5	0	2391.04166666667	151	59.75	2204.625	3814.09027777778	0	3199.225	133.222222222222	1244.40833333333	0	0	19.625	347.5	5.5	319.814285714286	322.333333333333	0.75	0	21.7833333333333	0	359.225	1.5	0	0.5	0	0	0	0.5	0	666.1	579.958333333335	0	0	200.583333333334	9464563.77752976
0159_AB18_26712_20200926_ST	9621143	0	18057.5833333334	2.5	225.25	190	13.75	0	0	21549.3226190476	0	6487.125	301.366666666667	185367.242676768	2878.03497474748	0	0	0	0	2750.70833333333	246.5	419.833333333333	2126	4947.59722222222	0	2341.20833333333	349.833333333333	1235.84166666667	0	0	33.125	163.25	1.5	205.408333333333	363.083333333333	4.25	0	53.8083333333335	0	317.708333333333	0.75	0	0	0	1.33333333333334	0	0	0.5	625.4	119.833333333333	0	0	69	9369694.35250721
0159_AQ29_10060_20180211_ST	9604680	0	13175.6666666666	0	60.1	160.5	2.25	0	0	24110.1924603174	0	7521.41666666667	36.6	168723.809970238	3297.28888888889	0	0	0	0	2307.25	23	38.7083333333333	2126	3908.04861111111	0	2155.0625	68	964.058333333335	0	0	23.375	256.833333333333	0.5	322.003571428571	173.833333333334	5.875	0	4.425	0	257	0	0	0	0	0	0	1	0	738.741666666665	1164.75	0	0	293.583333333333	9372760.12733135
0159_AA34_42438_20190621_ST	9579860	0	14730.6833333334	0.125	22.625	752.5	1.75	0.166666666666666	0	23655.9680555556	0	7836.43452380952	5.33333333333333	179124.338528138	2957.54078282828	0	0	0	0	2509.75	95	73.6666666666665	2201.5	4218.4375	0	3546.75	100.111111111111	1293.95833333334	0	0	45.5	286.5	0	319.508333333333	424.783333333333	0	0	29.7833333333333	0	384.75	0	0	0	0	0	0	1	0	751.958333333335	282.208333333333	0	0	128.916666666666	9334078.45283189
