sample_id	total	organonitrogen_compound_biosynthetic_process	urea_cycle	sulfur_amino_acid_biosynthetic_process	aminoglycan_biosynthetic_process	phosphatidylcholine_biosynthetic_process	Mo_molybdopterin_cofactor_biosynthetic_process	cellular_amino_acid_biosynthetic_process	aromatic_amino_acid_family_biosynthetic_process	branched_chain_amino_acid_biosynthetic_process	glycoprotein_biosynthetic_process	biotin_biosynthetic_process	nucleoside_biosynthetic_process	amine_biosynthetic_process	alkaloid_biosynthetic_process	pyrroloquinoline_quinone_biosynthetic_process	allantoin_biosynthetic_process	ectoine_biosynthetic_process	glucosinolate_biosynthetic_process	sphingolipid_biosynthetic_process	holo__acyl_carrier_protein__biosynthetic_process	wybutosine_biosynthetic_process	molybdopterin_cofactor_biosynthetic_process	tetrapyrrole_biosynthetic_process	kynurenic_acid_biosynthetic_process	lipoprotein_biosynthetic_process	cellular_modified_amino_acid_biosynthetic_process	taurine_biosynthetic_process	indole_containing_compound_biosynthetic_process	hemoglobin_biosynthetic_process	pteridine_containing_compound_biosynthetic_process	flavin_containing_compound_biosynthetic_process	peptide_biosynthetic_process	nucleobase_biosynthetic_process	N_acetylneuraminate_biosynthetic_process	thiazole_biosynthetic_process	L_pipecolic_acid_biosynthetic_process	purine_containing_compound_biosynthetic_process	pyridine_containing_compound_biosynthetic_process	pyrimidine_containing_compound_biosynthetic_process	primary_amino_compound_biosynthetic_process	Remaining
0159_BE31_82027_20191217_ST	322049	133.75	1	54.5583333333333	60.5796626984125	0	55.0333333333334	789.913971560846	152.789166666667	302.975925925925	10.65625	38.6875	58.6971450617284	29.4108796296296	0	0	0	0	0	0	0	0	11.6	139.141203703703	0	96.3333333333333	75.0061868686869	0	5.04976851851851	0	13.487037037037	50.4666666666667	561.201851851852	56.4263888888889	0	0.486111111111112	0	100.194187242798	50.0888888888889	72.9927160493827	0	319128.473491629
0159_AJ09_750037_20191118_ST	321621	63.5	1.33333333333333	61.8277777777778	74.5880952380954	0	65.4	819.190823412699	160.996666666667	308.881481481482	2.84375	24.75	54.474537037037	31.3472222222222	0	0	0	1.6	0	0	0	0	13.5	141.112962962963	0	95	57.9136111111111	0	5.97222222222222	0	9.52189814814816	40.3763888888889	614.715740740741	59.8680555555556	0	0.444444444444445	0	119.815072016461	51.2666666666667	80.260987654321	0	318660.498262419
0159_AY44_33056_20171004_ST	321029	63.3333333333333	0.333333333333333	54.8152777777777	64.7531746031746	0	62.3	758.058101851851	148.291666666667	246.587037037037	7.4375	35.375	58.4710648148148	33.2944444444444	0	0	0	3.4	0	0	0	0	15	139.670833333333	0	88.3333333333333	69.1847222222222	0	5.63194444444444	0	12.1782407407407	51.2958333333333	606.398148148148	52.5972222222223	0	0.0555555555555555	0	103.750257201646	50.4472222222222	70.8938271604938	0	318227.11292622
0159_AS41_40002_20171204_ST	320387	116.733333333333	1	59.7583333333333	67.6267857142858	0	71.9666666666666	774.839864417989	158.068333333333	286.362962962963	8	36.6875	55.5030864197531	35.0694444444444	0	0	0	1.6	0	0.037037037037037	0	0	15.4	132.620833333334	0	88.3333333333333	77.968611111111	0	6.04861111111111	0	12.7501851851852	49.6194444444445	571.531481481482	57.5243055555556	0	0.5	0	109.584619341564	50.7527777777778	74.4926543209877	0	317466.619795341
0159_AA34_42397_20190419_ST	320099	121	3.16666666666667	62.2944444444444	71.1511904761904	0	53.5666666666666	725.761706349207	137.863333333333	281.8	8.6875	42.875	67.8526234567901	27.9902777777778	0	10.1666666666667	0	0.4	0	0	0	0	9.7	124.045370370371	0	101.333333333333	91.9513888888889	0	4.70833333333333	0	13.2824074074074	47.8916666666667	483.587037037037	55.2708333333334	0	2.125	0	97.4143518518518	53.0366666666667	67.5071604938272	0	317332.57037478
0159_AA34_42375_20190318_ST	318417	64.5833333333333	3.66666666666667	41.4611111111111	49.6717261904762	0	21.6	508.658333333333	96.1316666666667	185.892592592593	7.125	54.9375	60.3464506172839	19.9398148148148	0	0	0	0	0	0	0	0	4.1	112.219907407407	0	87	83.8722222222222	0	3.57175925925926	0	12.6219907407407	41.8708333333334	254.207407407408	36.8854166666667	0	1.36111111111111	0	64.3936654908877	45.8944444444444	36.4321781305115	0	316518.55486846
0159_AQ11_10038_20171110_ST	316676	71.75	0.5	65.8652777777777	69.6217261904762	0	77.9	901.913161375661	180.298333333333	321.561111111111	5.1875	39.125	62.741512345679	38.4375	0	0	0	1	0	0	0	0	17.1	153.108333333333	0	111.666666666667	66.5777777777778	0	6.02083333333333	0	11.2064814814815	44.4	536.467592592592	63.5381944444444	0	0.111111111111111	0	122.742541152263	59.1083333333333	83.2591975308642	0	313564.791815109
0159_AY44_33034_20170915_ST	314380	89.7	2.5	51.9986111111111	57.5466269841271	0	35.4666666666666	746.563277116402	139.948333333333	266.672222222222	3.625	41.0625	53.0810185185185	29.2083333333333	0	0	0	0.8	0	0	0	0	8.6	122.479166666667	0	75	59.8666666666667	0	5.52083333333333	0	10.8569444444445	44.6611111111111	582.485185185185	57.5277777777778	0	0.222222222222222	0	105.832818930041	55.5052777777778	68.0688888888889	0	311665.20051771
0159_AB10_26460_20190429_ST	313278	61.95	2.83333333333333	44.2625	49.0298611111113	0	38.7	552.675462962962	111.323888888889	202.468518518519	10.75	43.75	54.2191358024692	26.9953703703704	0	0	0	0	0	0	0	0	6.8	103.806481481481	0	60.3333333333333	84.4055555555556	0	3.98842592592593	0	13.1574074074074	48.4791666666667	501.076851851852	38.1479166666666	0	0.944444444444445	0	72.6383744855967	43.6311111111111	47.249074074074	0	311054.383786008
0159_AB18_101736_20191009_ST	312190	72.75	1.5	48.825	63.8567460317458	0	50.5	706.772486772486	152.965	255.701851851852	8.34375	33	52.7133487654321	26.1157407407407	0	0	0	0.6	0	0	0	0	12.4	130.686574074074	0	106.333333333333	57.4038888888889	0	4.38657407407407	0	10.1943518518519	44.7916666666667	551.175	52.7708333333333	0	0.166666666666667	0	96.7890946502057	51.5499999999999	74.5862962962963	0	309523.121796002
0159_AQ29_10037_20171116_ST	309827	79	0.333333333333333	58.9625	61.1092261904762	0	25.3	773.151967592592	163.033333333333	267.135185185185	27.5	10.6875	67.2334104938271	34.7916666666667	0	0	0	0.2	0	0	0	0	5.8	70.924537037037	0	92.3333333333333	71.9763888888889	0	5.33333333333333	0	15.5810185185185	56.7347222222222	431.831481481481	58.5243055555556	0	0.944444444444445	0	98.6967592592592	56.525	61.5690740740741	0	307231.787479056
0159_AA34_42306_20181205_ST	307719	79.4166666666667	1	61.0666666666667	72.4792658730158	0	62	836.104712301588	162.565	297.755555555556	2.5	44.4375	47.8441358024692	36.5671296296296	0	0	0	0.4	0	0	0	0	13.9	131.908333333333	0	81.3333333333333	76.4458333333334	0	6.02546296296296	0	9.13750000000001	42.0013888888889	521.569444444445	55.2604166666667	0	0.333333333333333	0	111.637860082304	53.2861111111111	73.2445061728395	0	304838.779843842
0159_AN08_59040_20180827_ST	305796	129.533333333333	2.83333333333333	60.1333333333333	58.2977182539683	0	62.8666666666666	622.543402777778	126.388333333333	226.124074074074	6.1875	43.6875	54.8483796296296	26.1666666666667	0.166666666666667	10.0833333333333	0	0.2	0	0	0	0	9.2	120.161574074074	0	80.6666666666667	91.4708333333333	0	4.38194444444444	0	12.3680555555555	46.8902777777778	482.04074074074	46.3951388888889	0	0.805555555555555	0	86.6419753086419	44.4833333333333	61.2890740740741	0	303279.144588845
0159_AN08_59046_20181107_ST	297644	84.0333333333333	2	49.3465277777778	61.25873015873	0	60.2	670.965492724868	135.504682539683	234.464814814815	8.875	32.625	50.7534722222222	24.7104166666667	0	0	0	0.4	0	0	0	0	12.7	109.793518518518	0	91.6666666666667	60.2430555555555	0	3.92361111111111	0	9.94074074074073	40.1305555555556	550.893518518519	51.1451388888889	0	1.06944444444444	0	94.1253306878307	46.1590740740741	69.5422310405644	0	295087.529643959
0159_AY44_33063_20171010_ST	297384	74.0833333333333	0.5	48.9805555555555	51.4084325396825	0	29.8	660.132275132275	114.330238095238	250.103703703704	6.375	42.875	45.6215277777778	31.3041666666667	0.5	0	0	0.2	0	0	0	0	7.7	134.73287037037	0	43	60.8375	0	5.1875	0	10.1513888888889	39.6722222222222	500.016666666667	47.3020833333334	0	0	0	87.0717592592593	36.1305555555556	53.7527160493828	0	295002.23050485
0159_AA34_42190_20181015_ST	295777	76.4166666666667	1	49.3166666666667	61.1015873015875	0	53.2	693.286689814815	134.301666666667	283.635185185185	6.625	38.125	52.9679783950617	32.0972222222222	0	0	0	0	0	0	0	0	12.1	115.812962962963	0	76.6666666666667	75.9638888888889	0	4.64583333333333	0	11.2824074074074	49.0472222222222	523.89537037037	48.1944444444445	0	0	0	99.015329218107	51.5527777777778	66.6308641975309	0	293160.118569592
0159_AQ22_10423_20190826_ST	294560	118.416666666667	0.5	58.4902777777778	67.6866071428571	0	52.9	840.77273478836	188.148333333333	319.866666666666	11.53125	35.875	64.65625	32.4074074074074	0	0.166666666666667	0	0.8	0	0	0	0	11.3	118.3125	0	91	67.0125	0	6.27546296296296	0	11.3652777777778	46.4388888888889	529.693518518518	61.9819444444444	0	0.5	0	117.614197530864	58.1694444444444	73.2981481481481	0	291574.820256834
0159_AA34_42325_20190102_ST	292468	66.3333333333333	4.5	43.9930555555556	55.6827380952379	0	40.5	625.847569444445	126.375	248.007407407407	10.5	40.75	48.0748456790123	26.9083333333333	0	0	0	0	0	0	0	0	10.1	121.422222222222	0	70.3333333333333	63.2805555555556	0	4.36805555555556	0	11.0587962962963	44.5791666666667	433.40462962963	43.0083333333334	0	0	0	95.4603909465021	46.5472222222222	56.8488888888889	0	290130.116122502
0159_AQ22_10408_20190725_ST	291841	70	1.33333333333333	46.6444444444444	56.0601190476192	0	48.5	726.778406084656	138.358333333333	285.803703703704	8.5	31.8125	52.4618055555556	25.3888888888889	0	0	0	0.4	0	0	0	0	14.1	131.014351851852	0	97.6666666666667	61.2361111111111	0	3.36805555555556	0	10.8898148148148	47.4958333333334	441.955555555555	55.9201388888888	0	0.5	0	106.703189300411	53.7083333333333	69.4194444444444	0	289254.980970752
0159_AA34_42005_20180409_ST	289854	56.3333333333333	2	49.7805555555556	61.7835317460317	0	73.7	776.340625	154.515	292.411111111111	12.78125	34.625	50.2291666666667	24.9791666666667	0	0	0	0	0	0	0	0	16	121.431481481481	0	66.3333333333333	60.1013888888889	0	3.47916666666667	0	10.0893518518519	52.8819444444445	410.381481481481	55.9791666666667	0	0.166666666666667	0	102.182098765432	47.1833333333333	67.4034567901234	0	287250.90838955
0159_BE31_82023_20191203_ST	289576	122.666666666667	2.16666666666667	59.0861111111111	71.0959325396825	0	85.5	755.502000661376	149.563333333333	304.338888888889	0.125	43.25	44.5347222222222	26.1365740740741	0	0.0833333333333333	0	0	0	0	0	0	18.9	154.628240740741	0	60.6666666666667	76.4430555555556	0	5.08796296296296	0	9.2400462962963	44.9371031746032	508.728703703704	56.1715277777778	0	0.791666666666667	0	101.773449441505	43.4803703703704	70.1961358024691	0	286760.905841343
0159_AN08_59013_20180205_ST	289109	86.3333333333333	0.833333333333333	51.2041666666666	65.0995535714287	0	47.3666666666666	749.516087962963	139.112738095238	234.735185185185	3.28125	29.8125	53.2962962962963	20.9409722222222	0	0	0	0.6	0	0	0	0	15.1	108.077711640212	0	112.333333333333	59.2305555555555	0	3.56597222222222	0	10.5060185185185	45.1652777777778	667.786111111111	58.4097222222223	0	0.444444444444445	0	106.577674897119	46.7625	76.4517283950618	0	286316.456866549
0159_AY44_33029_20170925_ST	288155	52.25	0.166666666666667	44.0180555555556	53.7836309523808	0	35.8	619.953356481482	124.298888888889	237.042592592593	10.75	39.25	53.8553240740741	30.3611111111111	0	0	0	0.4	0	0	0	0	6.6	119.805092592593	0	84	66.3611111111111	0	4.72222222222222	0	11.3092592592592	47.4027777777778	493.906481481481	45.5243055555556	0	0.222222222222222	0	85.5803240740741	47.1444444444444	57.5145679012346	0	285782.977565035
0159_AA34_42302_20181203_ST	288074	80	0.666666666666667	48.4388888888889	56.9282738095238	0	24.0666666666666	680.50248015873	133.635	246.557407407407	7.28125	41.125	61.6508487654321	27.1097222222222	0	0	0	3.2	0	0	0	0	5.5	124.893518518518	0	83.6666666666667	65.2013888888889	0	4.53472222222222	0	13.2375	49.7194444444444	494.97962962963	48.5972222222222	0	1.11111111111111	0	88.5020576131687	50.91	64.3617283950618	0	285567.622805703
0159_AA34_42133_20190227_ST	281913	75.0833333333333	0.666666666666667	79.6465277777778	88.9454365079366	0	148.7	953.448032407408	166.971666666667	357.140740740741	0.375	53.25	54.2461419753086	31.8900462962963	0	0.333333333333333	0	0	0	0	0	0	30.1	190.455092592593	0	76	81.8972222222222	0	8.48379629629629	0	10.9601851851852	40.8736111111111	530.064814814815	61.6243055555555	0	0.375	0	126.196832745444	53.3152777777778	80.2117372134038	0	278611.74519878
0159_AY44_33092_20171127_ST	280917	98.4833333333333	0.833333333333333	47.0333333333334	55.4156746031746	0	57.3166666666666	622.725281084656	127.913333333333	228.17037037037	7.1875	41.6875	48.6925154320988	27.5342592592593	0	0	0	0.4	0	0.166666666666667	0	0	12.6	115.790740740741	0	67.6666666666667	70.1305555555556	0	4.80092592592593	0	11.3791666666667	53.4958333333333	550.036111111111	46.3708333333334	0	0.444444444444445	0	84.9995713305898	43.4375	62.4884362139918	0	278429.799447261
0159_AA34_42285_20181015_ST	279132	55.8333333333333	0.833333333333333	41.8347222222222	53.2762896825396	0	44.8	610.92974537037	114.905	240.52037037037	9.125	39.75	45.8800154320988	24.3402777777778	0	0	0	0	0	0	0	0	10.1	112.911574074074	0	62	55.0097222222223	0	4.38194444444444	0	9.66712962962964	37.3347222222222	386.239814814815	42.6868055555556	0	0.166666666666667	0	88.0197016460906	43.0444444444445	51.6077160493828	0	276946.801670708
0159_BE31_82035_20200110_ST	275983	43.0833333333333	1	41.2361111111111	49.5422619047621	0	36.2666666666666	625.812731481481	122.588333333333	242.833333333333	6.125	35.9375	50.6041666666667	26.9236111111111	0.166666666666667	0	0	2.8	0	0	0	0	8.1	114.465277777778	0	83	67.8816666666667	0	3.88194444444444	0	13.6244444444444	47.5597222222222	474.373148148148	47.5	0	0.166666666666667	0	85.744341563786	46.7888888888889	57.6095061728395	0	273647.384677396
0159_AP39_21016_20171117_ST	274644	65.5	1	46.3208333333333	71.3085317460317	0.666666666666667	31.6	698.194890873016	132.769880952381	243.437037037037	5.78125	16.375	47.1994598765432	21.1270833333333	0.5	0	0	2	0	0	0	0	10.2	101.819444444444	0	110.333333333333	55.5566666666667	0	2.67708333333333	0	8.79666666666667	36.4986111111111	605.216666666666	55.5236111111111	0	0.166666666666667	0	97.5920781893003	45.6111111111111	79.9683950617284	0	272050.25903182
0159_AQ29_10138_20190208_ST	271412	71.0833333333333	0.166666666666667	50.8375	58.5753968253967	0	39.3	702.308746693121	140.201111111111	299.116666666667	0.375	34.1875	44.6570216049383	28.4074074074074	0	0	0	2.6	0	0	0	0	10.3	113.178703703704	0	60.6666666666667	44.8763888888889	0	5.0324074074074	0	7.68518518518518	30.0708333333333	487.05	51.1145833333333	0	0.166666666666667	0	107.27366255144	44.8661111111111	63.2204320987654	0	268914.682008745
0159_AB10_26271_20190304_ST	266331	82.8666666666667	1	45.2826388888889	63.2364087301587	0	42.9666666666666	621.435548941799	127.144682539683	195.773148148148	6.5	24.75	44.9888117283951	18.3902777777778	0	0	0	0.6	0	0.333333333333333	0	0	12.9	103.382208994709	0	94.3333333333333	48.625	0	3.22916666666667	0	7.44722222222223	29.8513888888889	585.567592592592	45.1284722222223	0	0.152777777777778	0	83.0702160493828	40.7922222222221	70.672037037037	0	263930.580178571
0159_BE31_82018_20191106_ST	265959	48.25	1.16666666666667	44.9381944444444	59.1840277777779	0	38.7666666666666	638.30150462963	140.8175	227.368518518518	4	17.375	45.8136574074074	24.2141203703704	0	0	0	0.4	0	0	0	0	9	113.421759259259	0	90.6666666666667	57.0805555555556	0	3.36689814814815	0	10.187962962963	47.4291666666667	503.273148148148	47.0402777777778	0	0.319444444444445	0	90.4786522633745	46.9027777777778	69.3198765432099	0	263579.916957305
0159_AP39_21105_20171117_ST	264976	111.583333333333	1.66666666666667	52.6590277777778	49.9799603174604	0	68.4	537.955208333333	104.83	206.109259259259	3.3125	47.1875	48.7206790123457	22.1041666666667	0	4.16666666666667	0	0	0	0	0	0	11.7	117.95	0	66	83.5694444444444	0	4.48611111111111	0	10.9356481481481	38.2121031746032	388.874074074074	41.3625	0	0.805555555555555	0	70.5532407407407	38.2169444444445	51.3524514991182	0	262793.306958774
0159_AA34_42502_20191031_ST	264934	75.9166666666667	0.166666666666667	63.6083333333333	72.1250992063492	0	83.1666666666666	810.575694444445	156.488333333333	313.472222222223	0	44.5625	42.8765432098766	36.9444444444444	0	0	0	0.4	0	0	0	0	16.6	132.262962962963	0	72.6666666666667	65.2611111111111	0	7.0625	0	7.05648148148149	43.4430555555555	437.953703703703	44.2347222222222	0	0.305555555555555	0	102.438425925926	47.6583333333333	60.5806172839506	0	262196.172694003
0159_AP39_21011_20171025_ST	259231	106.833333333333	3.5	53.5222222222222	57.8498015873017	0	67.8	510.919576719577	107.966666666667	184.272222222222	1.875	49.1875	43.2314814814815	21.6157407407407	0	10.9166666666667	0	0	0	0	0	0	8.9	117.033333333333	0	78	102.320277777778	0	4.0324074074074	0	13.7991203703704	37.0662698412698	385.281481481481	38.7090277777778	0	0.833333333333333	0	66.2851263962375	36.2798148148148	47.7033950617284	0	257075.266200764
0159_AA34_42149_20180619_ST	258061	239.866666666667	4	51.1361111111111	55.8758928571429	0	85.4	522.294725529101	109.025	182.951851851852	1.1875	37.8125	41.254436728395	27.6087962962963	0	13.1666666666667	0	3.8	0	0	0	0	10.8	107.660185185185	0	66.1666666666667	96.8640873015873	0	3.63657407407407	0	11.0345568783069	38.5888888888889	459.065740740741	35.2888888888889	0	3.06944444444445	0	65.3780864197531	39.0974074074074	48.6891358024692	0	255700.280189594
0159_AP39_21103_20171121_ST	257326	53.4833333333333	0.666666666666667	49.9263888888889	65.7531746031746	0	49.6	692.282688492063	137.200476190476	256.540740740741	4.625	24.875	43.5073302469136	26.0115740740741	0	0	0	2	0	0	0	0	10.6	106.993055555556	0	87.6666666666667	47.0819444444445	0	5.5324074074074	0	7.26203703703705	27.4430555555555	520.416666666667	47.3402777777778	0	0.333333333333333	0	94.6368312757202	40.7861111111111	67.5020987654321	0	254855.933141167
0159_AQ22_10405_20190522_ST	256275	119.083333333333	2.33333333333333	62.2111111111111	69.3748015873017	0	24.2	751.806266534391	131.582857142857	301.612962962963	2.3125	44.6875	52.102237654321	32.7847222222222	0	0	0	6.2	0	0	0	0	6.1	130.006481481482	0	110.666666666667	60.5736111111111	0	7.26388888888889	0	7.36273148148148	39.9875	412.952777777778	50.9923611111111	0	0.888888888888888	0	85.7917401528512	49.9694444444444	68.2406261022928	0	253643.911656011
0159_BA21_18002_20170929_ST	253993	31.75	0	50.1194444444444	59.3748015873017	0	75.7	760.390575396825	145.183333333333	323.196296296296	4.8125	11.625	28.8526234567901	19.7291666666667	0.166666666666667	0	0	1	0	0	0	0	14.5	156.035185185185	0	48.6666666666667	27.3541666666667	0	3.70833333333333	0	2.96527777777778	26.0458333333333	451.32037037037	51.9166666666666	0	0	0	109.983796296296	35.1055555555556	67.3229629629629	0	251486.174777337
0159_AN08_59037_20180806_ST	249804	77.1666666666667	1	51.2854166666667	57.5351190476192	0	63.6	622.999503968254	118.271666666667	247.056481481481	2.5	31.625	42.5327932098765	28.6643518518518	0	0	0	0.4	0	0	0	0	13.7	115.238888888889	0	64.6666666666667	61.0944444444445	0	4.44212962962962	0	10.655787037037	34.9611111111111	463.425	43.7569444444444	0	0.222222222222222	0	84.6700102880658	41.6444444444444	56.7238271604938	0	247464.161524104
0159_AF13_79000_20190220_ST	249589	35.9	3.33333333333333	40.0180555555556	51.2186507936508	0	35.2	570.220651455026	121.951904761905	196.485185185185	8.46875	27.5625	43.2202932098765	22.1763888888889	0	0	0	1.4	0	0	0	0	6.3	102.604629629629	0	67.6666666666667	54.325	0	3.20833333333333	0	10.4263888888889	34.1375	474.499074074074	44.40625	0	0.888888888888888	0	83.8454218106995	39.0694444444444	60.6291975308642	0	247449.837491549
0159_AA34_42405_20190425_ST	249272	71.5	0.833333333333333	50.3263888888889	57.3446428571429	0	52.1666666666666	608.485300925926	125.423333333333	224.9	4.875	41.4375	48.5906635802469	22.3796296296296	0	0.166666666666667	0	0	0	0	0	0	8.7	117.975462962963	0	76	62.0347222222222	0	3.61574074074074	0	8.75810185185185	38.2444444444444	421.17037037037	47.8576388888889	0	0.986111111111112	0	91.0374412110523	40.6072222222222	58.3978571428572	0	246988.185760949
0159_AQ29_10014_20170828_ST	248505	33.75	3.16666666666667	43.5527777777778	60.6639880952379	0	39.2	574.370998677249	137.528333333333	182.45	2.03125	29.6875	48.0127314814815	23.5578703703704	0	0	0	0	0	0	0	0	7	120.535648148148	0	78.6666666666667	51.8180555555555	0	2.76620370370371	0	8.16805555555555	26.6708333333334	440.308333333333	44.7944444444445	0	1.15277777777778	0	78.2772633744856	43.9414814814815	67.5538271604938	0	246355.374293063
0159_AQ22_10437_20191001_ST	247060	53.8333333333333	1	39.1027777777777	46.7347222222221	0	50.5333333333334	585.915724206349	114.980555555556	246.97037037037	3.75	45.4375	48.2503858024691	23.7083333333333	0	0	0	0.2	0	0	0	0	10.8	116.412037037037	0	65.3333333333333	57.4986111111111	0	4.22916666666667	0	9.36620370370371	39.9236111111111	337.777777777777	43.7361111111111	0	0.111111111111111	0	84.883487654321	37.9694444444444	52.3433333333333	0	244939.19873567
0159_AY44_33017_20170921_ST	245588	56.25	1.16666666666667	35.5527777777777	45.4799603174604	0	32.9	542.429794973545	100.4475	201.737037037037	6	42.125	45.0652006172839	21.03125	0	0	0	0	0	0.166666666666667	0	0	6	103.268981481482	0	75.3333333333333	46.7638888888889	0	3.71875	0	8.70046296296296	41.3902777777778	378.926851851852	38.84375	0	0.388888888888888	0	68.6769547325103	37.7847222222222	51.0308024691358	0	243596.820481335
0159_AQ29_10044_20171212_ST	244063	59	0.166666666666667	51.3819444444445	54.126884920635	0	29.0666666666666	639.187847222222	131.745	225.546296296296	17.40625	9.875	56.908950617284	29.9282407407407	0	0	0	0	0	0	0	0	4.4	60.4263888888889	0	74.3333333333333	62.2736111111111	0	5.01157407407407	0	14.0606481481482	47.2083333333333	374.056481481481	49.7847222222222	0	0.555555555555555	0	82.8215020576132	41.4833333333333	52.7330864197531	0	241889.511682466
0159_AP39_21084_20171121_ST	243606	49.5	0	46.0694444444444	50.4940476190475	0	58.4	610.046726190476	113.503333333333	240.703703703704	7.5	28.9375	41.3240740740741	28.9513888888889	0	0	0	0	0	0	0	0	9.5	111.879166666666	0	64	49.115	0	3.84722222222222	0	8.1036111111111	39.8847222222222	393.394444444445	43.4305555555556	0	0.222222222222222	0	81.4050925925926	39.2805555555556	62.4444444444445	0	241424.062744709
0159_AP39_21146_20171214_ST	241040	55.8333333333333	1.33333333333333	38.6569444444444	46.8067460317458	0	24.6666666666666	486.221610449735	99.7733333333333	173.116666666667	7	31.375	46.9864969135802	19.8541666666667	0	0	0	0	0	0	0	0	6	102.395833333334	0	58.3333333333333	54.3133333333333	0	3.04166666666667	0	10.2155555555555	33.9583333333333	414.800925925926	39.7569444444445	0	0.333333333333333	0	68.945730452675	34.0583333333333	49.3025925925926	0	239132.919786523
0159_AS41_40011_20180102_ST	240108	58.2333333333333	1.16666666666667	43.1986111111111	48.6964285714287	0	38.5	564.648346560846	110.565238095238	217.672222222222	3.15625	31.375	36.9756944444444	24.375	0	0	0	0.6	0	0	0	0	9.2	112.581018518519	0	53.3333333333333	46.5589646464647	0	3.29166666666667	0	6.91574074074074	26.1208333333333	368.628703703703	40.9027777777778	0	0	0	79.9894547325103	35.2555555555556	55.5154320987654	0	238090.543727887
0159_AB10_101564_20190227_ST	239855	60.5	0.5	42.0125	49.7259920634921	0	39.2	583.774801587301	105.90746031746	191.414814814815	8.8125	12.75	39.3159722222222	20.0902777777778	0.166666666666667	0	0	4.4	0	0	0	0	15.9	85.2930555555556	0	72.6666666666667	51.7013888888889	0	2.75	0	8.18101851851851	31.2916666666666	517.044444444445	46.7222222222222	0	0.111111111111111	0	87.1360596707819	41.8405555555554	58.6377777777777	0	237677.153047472
0159_AB10_26379_20190116_ST	238539	174.366666666667	9.16666666666667	77.8861111111111	65.1005952380954	0	117.3	467.463194444444	93.7566666666666	150.772222222222	1.09375	47.8125	38.3364197530864	13.5740740740741	0	29	0	0	0	0	0	0	10.6	126.871296296296	0	74.0833333333333	135.390277777778	0	4.19907407407407	0	13.693287037037	36.625	365.796296296296	38.2743055555555	0	2.29166666666667	0	54.3653733098178	31.8968518518519	47.225708994709	0	236312.058661964
0159_BE31_82027_20200115_ST	238501	70.4166666666667	0.833333333333333	41.3763888888889	47.5376984126983	0	68.5666666666666	601.204216269841	128.09	239.894444444444	4.78125	27	36.7939814814815	24.2106481481482	0	0	0	0	0	0	0	0	19.8	112.474537037037	0	68.3333333333333	52.7563888888889	0	3.48148148148149	0	7.63962962962964	33.6277777777778	406.703703703703	45.0555555555555	0	0.444444444444445	0	82.7289094650205	34.975	57.5318518518518	0	236284.742092519
0159_BE31_82018_20191107_ST	235995	54.5833333333333	1.83333333333333	44.5944444444444	50.5070436507937	0	41.3333333333334	577.508796296296	122.553333333333	216.487037037037	4.90625	21.1875	40.2256944444444	24.4976851851852	0	0	0	0.6	0	0	0	0	9.2	105.856481481481	0	79.3333333333333	48.9719444444444	0	3.00462962962962	0	8.88648148148148	45.7486111111111	432.467592592592	41.9548611111111	0	0.0555555555555555	0	82.6723251028806	40.9388888888889	57.8878395061728	0	233837.20367137
0159_AJ09_750067_20191202_ST	233894	50.5666666666667	0.166666666666667	38.6222222222222	45.5335317460317	0	27.5	542.531746031746	109.986904761905	187.466666666667	7.875	30.9375	45.2133487654321	25.3680555555556	0	0	0	0.2	0	0	0	0	6.2	104.414351851852	0	65.3333333333333	48.7944444444444	0	4.20138888888889	0	8.40601851851851	36.4166666666666	431.294444444444	36.9618055555555	0	0.666666666666667	0	73.0506687242798	40.8555555555556	49.9705555555555	0	231875.465790711
0159_AY44_33058_20171008_ST	233627	145.083333333333	8.66666666666667	63.1555555555555	52.0645833333333	0	112.5	370.471759259259	70.1483333333333	127.442592592593	0.125	39.46875	35.6134259259259	12.7453703703704	0	0.75	0	0	0	0	0	0	11	119.947222222222	0	60.6666666666667	160.472222222222	0	3.16898148148149	0	10.6699074074074	27.9119047619048	282.252777777778	36.4736111111111	0	4	0	47.1681731334509	23.7368518518519	40.330987654321	0	231760.965323339
0159_AQ29_10008_20170712_ST	232901	77.3333333333333	3	35.4777777777777	41.8773809523808	0	19.5333333333333	566.621345899471	103.478333333333	228.47962962963	9.625	55.75	48.7808641975309	22.6597222222222	0	0	0	0	0	0	0	0	5.8	111.325462962963	0	57.6666666666667	46.6527777777778	0	4.03472222222222	0	8.39953703703704	39.6083333333333	259.15462962963	35.2326388888889	0	0.611111111111112	0	76.6949588477366	37.0916666666667	44.6809259259259	0	230961.429848251
0159_AN08_59016_20180410_ST	231918	51.1666666666667	4.16666666666667	38.31875	44.1051587301587	0	37.3	487.475297619048	92.9999999999999	193.981481481482	2.96875	31.25	42.4340277777778	20.2268518518518	0	0	0	0.6	0	0	0	0	6.9	89.2532407407407	0	60.6666666666667	60.1802777777778	0	3.79629629629629	0	10.6948148148148	35.3361111111111	397.675	36.6819444444444	0	0.708333333333333	0	66.6548353909465	35.0783333333333	46.0059259259259	0	230021.374569371
