sample_id	total	carboxy_lyase_activity	aminocarboxymuconate_semialdehyde_decarboxylase_activity	adenosylmethionine_decarboxylase_activity	aromatic_L_amino_acid_decarboxylase_activity	aspartate_1_decarboxylase_activity	diphosphomevalonate_decarboxylase_activity	glutamate_decarboxylase_activity	histidine_decarboxylase_activity	indole_3_glycerol_phosphate_synthase_activity	ornithine_decarboxylase_activity	orotidine_5__phosphate_decarboxylase_activity	phosphatidylserine_decarboxylase_activity	phosphoenolpyruvate_carboxykinase_activity	phosphopantothenoylcysteine_decarboxylase_activity	phosphoribosylaminoimidazole_carboxylase_activity	pyruvate_decarboxylase_activity	tyrosine_decarboxylase_activity	uroporphyrinogen_decarboxylase_activity	gamma_glutamyl_carboxylase_activity	X2_oxoglutarate_decarboxylase_activity	X3_octaprenyl_4_hydroxybenzoate_carboxy_lyase_activity	arginine_decarboxylase_activity	diaminopimelate_decarboxylase_activity	lysine_decarboxylase_activity	oxaloacetate_decarboxylase_activity	oxalyl_CoA_decarboxylase_activity	tartronate_semialdehyde_synthase_activity	ribulose_bisphosphate_carboxylase_activity	X4_5_dihydroxyphthalate_decarboxylase_activity	gallate_decarboxylase_activity	X4_hydroxybenzoate_decarboxylase_activity	X5_oxopent_3_ene_1_2_5_tricarboxylate_decarboxylase_activity	glutaconyl_CoA_decarboxylase_activity	X2_4_dihydroxyhept_2_ene_1_7_dioate_aldolase_activity	phosphonopyruvate_decarboxylase_activity	X3_dehydro_L_gulonate_6_phosphate_decarboxylase_activity	diaminobutyrate_decarboxylase_activity	X4_hydroxyphenylacetate_decarboxylase_activity	X5_amino_4_imidazole_carboxylate_lyase_activity	oxalate_decarboxylase_activity	X2_2_dialkylglycine_decarboxylase__pyruvate__activity	branched_chain_2_oxoacid_decarboxylase_activity	indolepyruvate_decarboxylase_activity	X5_guanidino_2_oxopentanoate_decarboxylase_activity	arylmalonate_decarboxylase_activity	X4_oxalocrotonate_decarboxylase_activity	X4_carboxymuconolactone_decarboxylase_activity	acetoacetate_decarboxylase_activity	acetolactate_decarboxylase_activity	aspartate_4_decarboxylase_activity	UDP_glucuronate_decarboxylase_activity	threonine_phosphate_decarboxylase_activity	malonyl_CoA_decarboxylase_activity	o_pyrocatechuate_decarboxylase_activity	phenylalanine_decarboxylase_activity	phenylpyruvate_decarboxylase_activity	tartrate_decarboxylase_activity	UDP_galacturonate_decarboxylase_activity	X3_oxolaurate_decarboxylase_activity	sulfopyruvate_decarboxylase_activity	benzoylformate_decarboxylase_activity	X2_oxo_4_hydroxy_4_carboxy_5_ureidoimidazoline_decarboxylase_activity	X3_oxo_myristate_decarboxylase_activity	X3_oxo_palmitate_decarboxylase_activity	phenylacetaldehyde_synthase_activity	Remaining
0159_AP39_21123_20171120_ST	7457268	4327.66666666667	0	447	0	601	0.666666666666667	1050	235	1707.9	113	2469.33333333333	1243	1383.33333333334	625.25	20.0880952380952	0	0	2423.5	0	0.25	0	2774.33333333333	2345.5	234.5	1168.76666666667	16.1666666666667	24.4166666666667	29.5666666666667	0	0	1	0	722.5	0	20.75	27.8333333333333	3	757.666666666667	9.23809523809524	89	1.66666666666667	0	0	0	15	0	47.5	22	1	371.333333333333	842.166666666667	920.833333333333	0	0	0	0	0	0	0	0	0	0	0	0	0	7430175.27380952
0159_AB18_26227_20190319_ST	7455928	5314.66666666667	0	336.5	0	830	33.3333333333333	1232	287	1583.5	586.5	2531.33333333333	1555	2329.03333333334	804	234.9	0	0	1615	0	1.33333333333333	3.5	3838.66666666667	2706.5	997	1172.23333333333	141.5	157.75	16.3333333333333	0	0	15	173.666666666667	471	51.3333333333333	22.3333333333333	96	6	1509.43333333333	37	64	9.66666666666667	0	0.333333333333333	0	2	65	40.5	56	82	119.666666666667	686.5	846.833333333333	0	1	0	0	0	0	0	0	0	0	0	0	0	7423265.15
0159_AA34_42456_20190803_ST	7452828	4231.16666666667	0	103	0	467	0.666666666666667	1032	213	1531.5	147	3126.83333333333	1039	2337.08333333333	744.416666666667	110.833333333333	0	0	1157	0	0	0	3198.5	3133.83333333333	34	947.266666666667	0	0.25	37.3666666666667	1	0	1	0	1060.5	0	257.5	0	1.5	478.833333333333	2.33333333333333	77	1.66666666666667	0.25	0.333333333333333	0	3	0	28	14	19	437.166666666667	678	894.666666666667	0	0.5	0	0.25	0	0	0	0	0.666666666666667	0	0	0	0	7425279.11666667
0159_AZ03_32095_20191213_ST	7421678	4521	0	202	0	654.5	0	909	308	1362.83333333333	93	2668.41666666667	1223	1501.5	729.416666666667	72.8333333333333	0.5	0	1527	0	0	0	3499.66666666667	2671.83333333333	24	836.616666666667	2.33333333333333	1.5	46.3333333333333	3	1	3	0	1193.5	0	18.25	0.5	2.5	647.166666666667	4.33333333333333	38	2	0	0	0	0	0	88	0	3	214.333333333333	560	1286	0	0	0	0	0	0	0	0.5	0	0	0	0	0	7394757.63333333
0159_AQ29_10012_20170725_ST	7402348	4110.03333333333	1	216	0	786.833333333333	1.2	64.5	4	1759.56666666667	238.5	3052.58333333333	1753	2181.83333333333	766.583333333333	36.7023809523809	1	0.333333333333333	548.75	0	0	4	3325.33333333333	2872.33333333333	158	717.066666666667	0.666666666666667	1.66666666666667	22.3666666666667	1	0	1	15.6666666666667	1262	1	39.4166666666667	9.33333333333333	3	255.333333333333	5.75238095238095	42	0.333333333333333	0	5.33333333333333	0	1	1	45.5	0	228	2.33333333333333	717.333333333333	925.5	1	0	0	0	1.2	0	0	0.333333333333333	3	0	0	0	0	7376156.77857143
0159_AP39_21053_20180126_ST	7396084	6615	0	812.5	0	625	7	668.833333333333	139	1168.5	3	2961	763	1878.7	636.916666666667	93.7	0	0	1545	0	0	0	2189	2722.5	82.5	689.983333333333	0.25	2.83333333333333	17.9666666666667	1	0	7	0	1258	0	35.3333333333333	0	0.5	1098	29.4166666666667	59	1.33333333333333	0	0	0	0	0	75	20	517	157.5	641.833333333333	1358.91666666667	0.5	0	0	0	0	0	0	0	0.333333333333333	0	0	0	0	7367201.15
0159_AQ11_10068_20180330_ST	7391813	4092.83333333333	0	347	0	769	6.66666666666667	100.5	6	1859.43333333333	229.5	3063.5	1474.5	1984.2	780.083333333333	55.3	0	0	789	0	0	0	2703.16666666667	2928.5	142	603.45	0	1	60.5	0	0	3	3.5	1259	0	22.25	0	0.333333333333333	381.833333333333	13.6666666666667	96	1	0	0	0	2	0	131.5	0	369	30.8333333333333	917.583333333333	1021.33333333333	0	0	0	0	0	0	0	0	0	0	0	0	0	7365564.03333333
0159_AB18_26728_20201124_ST	7384065	4849.7	0	224	0	693.666666666667	1	876.5	271	1483	218.5	2914.25	1385	1536.75	696.75	105.45	0	4.66666666666667	3096.5	0	0	1.5	3405.66666666667	3152.66666666667	27	1006.2	0	2.58333333333333	73.5666666666667	0	0	11	0	1156	0	73.75	0	8.5	1113.16666666667	4	82	8	0	0	0	3	0	131.5	7	16	53.8333333333333	963.083333333333	1078.16666666667	0	0	0	0	0	0	0	7	3.25	0	0	0	0	7353319.83333333
0159_AB10_103255_20180917_ST	7356909	3328.33333333333	0	95	0	797	1.5	1012.5	375	1611.7	94	1971.83333333333	1233	1237.91666666667	639.75	23	0	0.25	911.666666666667	0	0	0	3038.33333333333	2252.83333333333	51	1309.71666666667	2.75	0	26.3333333333333	0	0	0	0	455	0	84.5	0	31.75	1501.16666666667	2	124	2.33333333333333	0	0	0	1	0	7	11	3	321.666666666667	731	903	0	0	0.25	0	0	0	0	0	0	0	0	0	0	7332716.91666667
0159_AP39_21383_20180515_ST_E21	7308653	4103.53333333333	0	294.5	0	591	9	1027.5	245	1464.33333333333	240	2331.5	1230.83333333333	1474.58333333333	697.666666666667	87.9261904761905	0	0	2546	0	0.5	0	2669.83333333333	2593.5	85.5	1207.31666666667	15.25	16.9166666666667	70.5333333333333	1	0	2	0	765	1	138.5	15.3333333333333	66.5	1467.5	7.47619047619048	111	6.66666666666667	0	0	0	4	0	36	14	20	308.166666666667	775.416666666667	1068.83333333333	0	0	0	0	0	0	0	0	0	0	0	0	0	7280841.88095238
0159_AP39_21260_20180615_ST_E21	7283342	3390	0	137	0	446	270.166666666667	609.5	151	1918.66666666667	121.5	2711.83333333333	886	3193.5	732.083333333333	380.716666666667	0	0	4674.83333333333	0	0	0.5	1820.33333333333	3131.83333333333	105.5	749.3	5.16666666666667	4.75	30	0	0	3	1.33333333333333	725	0	73.25	14	3.5	1537.33333333333	89.9	70	4	0	0.666666666666667	0	4	0	71.5	9	402.333333333333	185.166666666667	510.166666666667	831.833333333333	0	0	0	0	0.2	0	0	0	1	0	0	0	0	7253334.63333333
0159_AB18_26767_20200812_ST	7260057	5600.33333333333	10.5	382.5	0	910.777777777778	1	1392.16666666667	275	1974.93333333333	651.666666666667	2577.83333333333	1884.66666666667	1649.75	1037.33333333333	113.933333333333	7.45	0	1771	0	2	9	2810.66666666667	2442	287.833333333333	1245.03333333333	1.75	2.33333333333333	148.833333333333	0	0	7	92	715.5	33.3333333333333	280.166666666667	53.8333333333333	50	863.833333333333	11.9333333333333	41	1.33333333333333	0	54.9166666666667	0	2	7.5	26.5	0	81	254.5	914	1054.33333333333	8	0	0	0	2.73333333333333	0	0	0	1.5	0	0	0	0	7228309.78888889
0159_AB18_26686_20201114_ST	7239734	5698.5	5.5	492	0	828.055555555556	29.6666666666667	1279.5	219	1345.06666666667	1885	2868.58333333333	1518	3013.33333333334	812.5	260.166666666667	0.5	13.8333333333333	1516.91666666667	0	2.58333333333333	8.5	4994.83333333333	2992.16666666667	1615	1240.48333333333	240.166666666667	270.166666666667	8.86666666666667	0	0	32	309.333333333333	750	77	28.8333333333333	304	12	1572.53333333333	62.15	59	1.66666666666667	0	10.3333333333333	0	0	120.5	32.5	0	44	118.833333333333	493.833333333333	897.666666666667	2	0	0	0	0.333333333333333	0	0	0	1.16666666666667	0	0	0	0	7201645.42777778
0159_AP39_21140_20180130_ST	7186926	3594.16666666667	0	124	0	748.5	7	786	283.5	1469.66666666667	61	2436.36666666667	1032.5	1428.91666666666	809.166666666667	134.233333333333	0	0	1356.5	0	0	0	3323.33333333333	3028.5	50.5	928.8	0	1.75	8.56666666666667	0	0	0	0	923	0	18.8333333333333	0	2	1306.66666666667	33.5333333333333	141	0	0	0	0	1	0	41	2	14	183.333333333333	672.5	1491.5	0	0	0	0	0	0	0	0	0	0	0	0	0	7160482.66666667
0159_AB18_26327_20190627_ST	7179864	4182.83333333333	0	314.5	0	701	10.1666666666667	284	206	1587.5	35	2594.5	1335	1605.08333333333	677.666666666667	49.0666666666667	0	0	505	0	0	0	3135	2911.5	149	808.3	0	0	5.7	0	0	2	0	1121	0	92.25	7	0	699.166666666667	32.8166666666667	44	0	0	0	0	2	0	74	7	7	48.1666666666667	842.833333333333	979	10	0.5	0	0	0	0	0	0	0	0	0	0	0	7154798.45
0159_AA34_42485_20190917_ST	7162673	4351.6	0	152.5	0	619	2.33333333333333	753.5	227	1263	14.5	2727.5	783.333333333333	1464.75	719.916666666667	14.5333333333333	0	0	2052.83333333333	0	0.25	0.5	3939.33333333333	2677	53.5	1003.48333333333	2	3.91666666666667	16.8333333333333	0	0	1	0	1224	0	106.833333333333	3.33333333333333	5.5	741.833333333333	9.33333333333333	225	2	0	0	0	0	0	182.5	17	0	315.666666666667	593.833333333333	1398.5	1	0	0	0	0	0	0	0	0	0	0	0	0	7135002.55
0159_AY44_33254_20191029_ST	7120590	4783	0	232	0	545.666666666667	1.83333333333333	570.5	67	1150.5	90.5	2927.08333333333	1078.5	1621.91666666667	751.916666666667	111.033333333333	0	8.91666666666667	1569	0	0	1.5	2696.83333333333	2715.16666666667	26	640.983333333333	3	5.16666666666667	37.5666666666667	0	0	4	0.5	1550	3	55.5	1.5	1.08333333333333	1214.66666666667	7.08333333333333	91.5	0.333333333333333	0	0	0	1	0	101	8	91	116.5	568	1074.83333333333	0	0	0.25	0	0	0	0	5.66666666666667	1	0	0	0	0	7094058
0159_AB10_26103_20180911_ST	7110883	3761.83333333333	0	117	0	631.5	1	608.833333333333	263	1582.66666666667	62.5	2578	1159	1373.41666666667	728.416666666667	22.3333333333333	0	0	938.833333333333	0	0	0	4273.5	3057.5	65.5	1142.38333333333	1.66666666666667	1.25	26.5666666666667	1	0	1	0.5	1216	0	143.666666666667	0	0	907.5	6.33333333333333	124	0	0	0	0	1	0	53.5	7	2	161.333333333333	854.333333333333	1414	0	0	0	0	0	0	0	0	0	0	0	0	0	7083593.13333333
0159_AB18_26733_20210131_ST	7110512	4669.83333333333	1.5	159	0	615	41	730.5	61	1785	97	2864.83333333333	1113.75	2321.75	959.083333333333	84.3666666666667	0.75	0.5	2788.83333333333	0	0.2	0	2629.66666666667	3288	80.5	729.866666666667	7.66666666666667	14	51	0	0	3	0.333333333333333	1014	0	8.25	17.6666666666667	7.5	1561.33333333333	22.6666666666667	91	0	0	1.75	0	0	0	82.5	75	63	291	475.666666666667	1164.16666666667	0	0	0	0	0.333333333333333	0	0	0	2.66666666666667	0	0	0	0	7080535.56666667
0159_AB10_26735_20210107_ST	7083298	5343	0	379.5	0	417.333333333333	5.33333333333333	672.5	73	1422.83333333333	144	2871.75	1017	1480	688	42.45	0	3.33333333333333	3125.08333333333	0	0.25	8.5	2277.16666666667	2831	14.5	597.4	0	2.33333333333333	49.4	5	0	6	0	1170	0	143.75	1	21.5	1149.83333333333	4	84	2.33333333333333	0	0	0	10.5	0	111.5	7	31	262.333333333333	512.333333333333	1117.16666666667	5	0.5	0	0	0	0	0	1.5	0.333333333333333	0	0	0	0	7055185.75
0159_AK37_71011_20180526_ST	7072027	4460.33333333333	0	391	0	664.5	0	872	301	1218.66666666667	32.3333333333333	2478.5	1054.5	1275.75	677.333333333333	91.2	0	0	1500.91666666667	0	0	0	3250.83333333333	2304.5	154.833333333333	1095.31666666667	0.5	5.5	10.2	0	0	1	0	988.5	0	27.5	1	1	884.666666666667	15	87	0.333333333333333	0	0	0	4	0	85.5	0	1	139	760.5	840.166666666667	0	0	0	0	0	0	0	0	0	0	0	0	0	7046351.11666667
0159_AZ03_32025_20200904_ST	7067885	4254	0	233.5	0	760.5	1	879.5	270	1555.83333333333	80.5	2246.33333333333	1372	1307.91666666667	718.75	65.3666666666667	0	0	1006.25	0	0	0	3691.83333333333	2320	129.5	1177.25	5.16666666666667	8.83333333333333	20.3333333333333	2	0	2	12.5	663.5	1	63.9166666666667	4.16666666666667	3	1257.83333333333	14.1666666666667	193	0.666666666666667	0	0	0	1	0	74.5	10	0	187.833333333333	576.333333333333	1087.33333333333	0	0	0	0	0	0	0	0	1.66666666666667	0	0	0	0	7041624.21666667
0159_AB18_26696_20200819_ST	7056016	3509.53333333333	0	239	0	866	68	227.5	90	2121.5	210	3384.66666666667	1138.83333333333	3493.5	809.583333333333	288.82619047619	0	2.91666666666667	1089	0	3	0	4052.5	3320.5	31	947.666666666667	37.0833333333333	8.33333333333333	43.1666666666667	0	0	5	7.16666666666667	669	4	65.6666666666667	23.8333333333333	4.91666666666667	1094.33333333333	16.3095238095238	366	9.66666666666667	0	0	0	0	2	161.5	0	192	46.3333333333333	760.5	1232.33333333333	0.5	0	1.25	0	0	0	0	0	0.333333333333333	0	0	0	0	7025371.24761905
0159_AB18_26680_20200909_ST	7052004	3816.66666666667	0	61.5	0	395	66.6666666666667	706	76	1892.83333333333	759.5	3234.33333333333	1074	3051.58333333333	874.916666666667	312.433333333333	0	0	1025	0	0.5	0	3595.16666666667	3468.5	101.5	569.733333333333	7.08333333333333	1.83333333333333	7.83333333333333	3	0	0	153	1278	0	80.3333333333333	1	0.833333333333333	844.666666666667	75.0833333333333	150	8.33333333333333	0	1	0	0	0	226	2	90	72.3333333333333	828.666666666667	1499.83333333333	0	0	0	0	0	0	0	0	0	0	0	0	0	7021591.33333333
0159_AA34_42087_20180523_ST	7037209	11335.3333333333	0	1636.5	0	753.666666666667	4.83333333333333	1.5	0	1154.96666666667	5915	3196.83333333333	1933.16666666667	6166.66666666667	576.333333333333	606.316666666667	197.657142857143	5.41666666666667	2235	0	48	145.666666666667	3604	1836.5	3169	1516.75	0	0	0.666666666666667	0	0	89	1445	0	315	0	1051.66666666667	805.916666666667	1584.5	193.516666666667	0	0	0	906	0	0	100	3	0	2292	0	7.16666666666667	0.833333333333333	13	0	3.75	0	0	0	0	0	2.33333333333333	0	0	0	0	6982356.54285714
0159_AQ11_10121_20180922_ST	7029025	3691.41666666667	0.5	265	0	710.666666666667	3.66666666666667	22	1	1541.33333333333	167	3036.41666666667	1588.5	2058.66666666666	740.833333333333	48.55	0.142857142857143	3.66666666666667	713.25	0.5	0.333333333333333	2.5	3000	2888.16666666667	88.5	619.416666666667	0.333333333333333	2.16666666666667	65.8666666666667	2	1	7	7.33333333333333	1192.5	3.66666666666667	69.4166666666667	6	1.66666666666667	739.166666666667	22.5	115	0	0	3	0	3	0	128	0	94	4.66666666666667	967.166666666667	880.5	1	0	0	0	0	0	0	3.5	1	0	0	0	0	7003511.52380953
0159_AP39_21055_20180607_ST	7023713	4332.33333333333	0	2144	0	615.5	0.666666666666667	1099.5	225	1275.91666666667	117	2999.83333333333	1189	1495.73333333334	800.75	108.95	0.2	0	673.166666666667	0	0.5	0	3681.83333333333	2807	62.5	992.1	0	0.75	7.16666666666667	0	0	1	1	954.5	0	74.6666666666667	0	0	516.5	4.45	35	0	0	0	0	1	0	34	5	31	357.5	726.5	1173.5	0.5	0	0	0	0	0	0	0	1.33333333333333	0	0	0	0	6995166.15
0159_AA34_42239_20181129_ST	7011558	3991.83333333333	0	367.5	0	397	154.666666666667	220	36	1727	422	3646.16666666667	871	5360.41666666667	943	448.554761904762	0	0	1695.5	0	0.166666666666667	0	3048.33333333333	4224	85	530.283333333333	141.916666666667	0.833333333333333	70.5333333333333	0	0	4	84.6666666666667	1325	0	22.1666666666667	1	11	1234.16666666667	84.9047619047619	84	0	0	0	0	0	0	80.5	164	400	9	521.333333333333	1385	0	0	0	0	0	0	0	0	0	0	0	0	0	6977765.55714286
0159_AQ29_10096_20180613_ST	6980523	5177.16666666667	0	583	0	625	3	583	96	1461.66666666667	242	2985	1235	1976.16666666666	793.833333333333	159.85	0	0	1625.5	0	0	0	3803	3391.33333333333	201.5	746.55	2.16666666666667	1	47.5333333333333	12	0	2	12	1107.5	0	31.5	0	8	1283.16666666667	4.1	124	8.33333333333333	0	0	0	6	0	97	3	263	49	643.833333333333	1390.5	0	1.5	0	0	0	0	0	0	0	0	0	0	0	6949737.3
0159_AA34_42329_20190116_ST	6970960	2334	0	850.5	0	254	86.1666666666667	1008.5	477	1333	905	4041	1325.83333333333	3810.41666666667	540.5	363.783333333333	0.75	6.91666666666667	8671.5	0	6.25	5	1041.83333333333	3022.5	770	602.2	230.416666666667	8.25	119	0	0	0	8.33333333333333	192.5	4	313.166666666667	10.3333333333333	6.91666666666667	628.116666666667	52.7333333333333	337	3.66666666666667	0	1.91666666666667	0	0	0.5	92	38	1300	207.5	394.5	711.333333333333	0	0	2.25	0	0	0	0	0	0	0	0	0	0	6934840.91666667
0159_AP39_21367_20180508_ST_E21	6922516	4158.61666666667	0	284.333333333333	0	644.666666666667	2.33333333333333	1076.5	144	1422.33333333333	67	2538.08333333333	1398.5	1663.25	895	117.083333333333	0	4.66666666666667	2502.33333333333	0	0	0	2384.83333333333	2435.33333333333	18.5	738.783333333333	1.66666666666667	4.16666666666667	25.8333333333333	0	0	10	12.8333333333333	1122	1	73.3333333333333	7	0	822.833333333333	7.33333333333333	66	1	0	0	0	1	0	85	0	124	87	972.75	910.5	0	0	0	0	0	0	0	4.83333333333333	1.33333333333333	0	0	0	0	6895678.43333333
0159_AB10_101629_20180823_ST	6922352	4352.66666666667	0	204	0	710	4	443.5	118	1533.7	250.333333333333	2790.5	1521	1840.66666666666	822.166666666667	90.6595238095238	0	0	722	0	0	1	3705.66666666667	2800	132.833333333333	821.783333333333	5.33333333333333	8.33333333333333	56.4	0	0	0	41.5	1110.5	0	92.5	7.83333333333333	5.5	437.166666666667	8.55952380952381	110	0	0	0	0	2	0	34	4	43	47.1666666666667	879.833333333333	1014.16666666667	0	0	0	0	0	0	0	0	0.333333333333333	0	0	0	0	6895579.39761905
0159_AP39_21219_20180306_ST_E21	6920416	5197.83333333333	0	246	0	382.5	159.666666666667	373	37	1293.5	161.333333333333	3292.5	806	2943.03333333334	822	318.111904761905	0	5.75	974	0	0	0	2630.5	3410.16666666667	118.833333333333	652.366666666667	346	1.25	23.1333333333333	4	0	8	2.16666666666667	1120	0	60.8333333333333	1	6.25	1597.83333333333	16.4285714285714	50	5.66666666666667	0.333333333333333	0	0	3	0	54.5	4	569.333333333333	112	356.5	1203.66666666667	0	0	4.75	0	0	0	0	0	0.333333333333333	0	0	0	0	6891040.92619048
0159_AA34_42389_20190404_ST	6910603	3390.66666666667	0	355	0	669.5	3.33333333333333	1323	234	1243	485	1911.33333333333	1214.66666666667	1576.5	512.75	70.7333333333333	0.25	0	1991.5	0	2.33333333333333	3.5	2742.33333333333	1730.5	800	1350.71666666667	124.333333333333	133.166666666667	16.6666666666667	6	0	9	140.333333333333	292.5	13.3333333333333	149.166666666667	131	7.83333333333333	598.533333333333	20.5833333333333	43	0	0	1.91666666666667	0	0	50	109.5	2	2	541.333333333333	921.666666666667	348	0	0	0	0	0.666666666666667	0	0	0	0.5	0	0	0	0	6885329.35
0159_AA34_42249_20181203_ST	6889824	4090.83333333333	0	441	0	655.5	4.66666666666667	1054.16666666667	299	1207.6	37	2351	1366	1753.78333333333	626.666666666667	113.75	0	0	1408	0	0	0	3402.66666666667	2986	21	1031.68333333333	12.25	1.41666666666667	14.5	0	0	5	5	761.5	0.5	50.5	1	0.5	1443.66666666667	12	48.5	11.6666666666667	0	0	0	2	0	48	0	10	95	1163.83333333333	697.5	0	0	0	0	0	0	0	0	0.666666666666667	0	0	0	0	6862588.68333333
0159_AQ11_10127_20181014_ST	6878614	3859.16666666667	0	365	0	982	2.66666666666667	71	25	1766.2	252	2723	2290.5	1926	902.333333333333	70.5	0	0	609.25	0	0	1	3131.66666666667	2531	137	596.983333333333	1.08333333333333	1.5	9.03333333333333	0	0	3	0	588.5	0	515.25	1.5	0.5	334.833333333333	19.1	65	0	0	0	0	2	0	207	17	198	6.66666666666667	629.166666666667	959.833333333333	0	0	0	0	0	0	0	0	0	0	0	0	0	6852812.76666667
0159_AZ03_32043_20181121_ST	6874046	4040.5	0	2058.5	0	701	0	1203.33333333333	180	1727	111	2368.5	1119	1485.91666666667	744.916666666667	83.2666666666667	0	0	1000	0	0.25	0.5	3007.83333333333	2068.5	124.5	1083.81666666667	9.33333333333333	14.9166666666667	76.7333333333333	0	0	2	0	611.5	0	21.1666666666667	16.6666666666667	5	1012.5	6.16666666666667	82	0	0	0	0	7	0	45	0	0	288.166666666667	949.5	839.833333333333	0	1	0	0	0	0	0	0	1.66666666666667	0	0	0	0	6846947.51666667
0159_AS41_40073_20190706_ST	6870525	5250.7	44.5	621.5	0	627	3.33333333333333	810	173	1129.7	2483.33333333333	2718.66666666667	1410.5	3243.5	653.333333333333	250.883333333333	55.45	0	1403.75	0	3.41666666666667	14	3654.33333333333	2423.83333333333	2176.83333333333	1169.41666666667	206.666666666667	282.5	23.2	1	0	50	308.166666666667	710.5	96.6666666666667	50.3333333333333	372	168.333333333333	1811.98333333333	60.9833333333333	26	0.333333333333333	0	136.75	0	1	78.5	96	2	181	39.5	446.833333333333	841.666666666667	40	0	0	0	8.46666666666667	0	0	0	2.83333333333333	0	0	0	0	6834160.8
0159_AB18_100826_20190405_ST	6840235	3540.33333333333	0	263	0	474	2.66666666666667	585.5	61	1490.33333333333	48	2986.16666666667	884	1663.41666666667	672.916666666667	101.283333333333	0	0	2574.08333333333	0	0	1	2360	3048.83333333333	26.5	588.416666666667	3.08333333333333	3.25	87	1	0	1	1.5	1507.5	2	53.9166666666667	0.5	4.5	1196.16666666667	7.58333333333333	107.5	5.33333333333333	0	0	0	3	0	198.5	7	14	156.5	815.5	1036.5	0	0	0	0	0	0	0	0	1	0	0	0	0	6813649.71666667
0159_AK37_71053_20190325_ST	6829810	4361.83333333333	0	191	0	676	2	295	104	1006.33333333333	328	2801	1353.5	1364.5	811.75	44.7333333333333	0	0	1019	0	0	0.5	3196.16666666667	2705.5	42.5	680.9	0.5	2.66666666666667	92.0333333333333	1	0	2	0	1196	0	32	2	0.5	617.333333333333	6.83333333333333	62	6	0	0	0	2	0	49.5	15	17	39	707.5	1034.16666666667	1	0	0	0	0	0	0	0	0	0	0	0	0	6804939.75
0159_AB18_26688_20201108_ST	6824416	4306	9	130	0	519	3.66666666666667	411	104	1266.2	93	2680	800.833333333333	1566.41666666666	702.533333333333	52.9	1.5	13	934.75	0	0	0	1994.16666666667	2455	156	562.95	1.83333333333333	2.53333333333333	16.1666666666667	5	0	15	17.1666666666667	1540.5	19.6666666666667	113.666666666667	15.6666666666667	26.3333333333333	880	13.4	117	9	0	24	0	1	2.5	143	3	40.5	82.5	573.833333333333	1145.83333333333	8	0	0	0	0.866666666666667	0	0	10.5	0.833333333333333	0	0	0	0	6800824.78333333
0159_AY44_33315_20200121_ST	6819605	4533.96666666667	0	857	0	702	15.3333333333333	1117.5	515	1432.75	821.5	2205.83333333333	1380	1841.58333333333	669.25	113.816666666667	0.2	0	2028.33333333333	0	0.5	3.5	3424.33333333333	2090	818	1477.75	90.6666666666667	143.75	29.0666666666667	0	0	0	0	351	1	178.416666666667	148.166666666667	6.5	1645.86666666667	36.4166666666667	52	0.666666666666667	0	0	0	7	0	23.5	7	41	155.5	817.666666666667	672.333333333333	0	0	0	0	0	0	0	0	0.333333333333333	0	0	0	0	6789149
0159_AP39_21174_20171212_ST	6812823	4114.5	0	203	0	646	0	896.5	607	1583.83333333333	219.5	2404.16666666667	954	1233	648.5	64.4	0	0	1414.5	0	0	0	3258.66666666667	2612	214.5	1245.65	1.83333333333333	3.66666666666667	49.5333333333333	0	0	2	0	875.5	0	76.1666666666667	1	3	962	3.7	59	0.333333333333333	0	0	0	4	0	70.5	4	0	0	625.916666666667	1025.66666666667	0	0	0	0	0	0	0	0	0.666666666666667	0	0	0	0	6786734.8
0159_AB18_26332_20190211_ST	6800185	3836.16666666667	0	727	0	666.166666666667	0.666666666666667	548.833333333333	65	1325.83333333333	77.5	2497	1252	1358.25	750.666666666667	32.5833333333333	0	0.666666666666667	959.75	0	0	0	3220.66666666667	3082.83333333333	99	612.15	0	1.5	14.8333333333333	0	0	0	0	1141	0	129.333333333333	0.5	4	1757.75	3.83333333333333	165	0	0	0.666666666666667	0	16	0	40.5	0	45.5	118	667.25	1420.16666666667	1	0.5	0	0	0	0	0	1	0	0	0	0	0	6773543.93333333
0159_AA34_42443_20190710_ST	6788169	4600.83333333333	0	315	0	326.111111111111	4.66666666666667	44.5	10	1529.83333333333	314	3059.83333333333	709.166666666667	1525.58333333333	933.25	25.9333333333333	0.5	0	1668.83333333333	0	0	0	5864	3798.33333333333	89.5	420.4	11.5833333333333	14.9166666666667	127.166666666667	0	0	5	2.5	2452.5	0.333333333333333	13.4166666666667	20.1666666666667	8.83333333333333	1283.2	15.8333333333333	244	7.66666666666667	0	0.833333333333333	0	4	0.5	96.5	33	12	0	210.5	1826.5	0	0	0	0	0.2	0	0	0	3.66666666666667	0	0	0	0	6756533.90555556
0159_AA34_42377_20190401_ST	6779642	4660.96666666667	0	168	0	699.5	3.33333333333333	975	140	1293	308	2160	1126	1727.45	739.083333333333	224.55	0	0	1204	0	0.5	0	2757.83333333333	2804	133	1081.36666666667	0	2.58333333333333	25.1666666666667	0	0	9	2	476.5	0	34.6666666666667	1.5	5.5	1558.16666666667	13.7	39	0	0	0	0	9	1	22.5	69	45	266.833333333333	1044.66666666667	736	0	0	0	0	0	0	0	0	0.666666666666667	0	0	0	0	6753073.96666667
