sample_id	total	oxidoreductase_complex	glycine_cleavage_complex	ribonucleoside_diphosphate_reductase_complex	nitrate_reductase_complex	formate_dehydrogenase_complex	glycerol_3_phosphate_dehydrogenase_complex	glycolate_oxidase_complex	ferredoxin_hydrogenase_complex	photosystem_II_oxygen_evolving_complex	procollagen_proline_4_dioxygenase_complex	nitrogenase_complex	glycine_reductase_complex	NADH_dehydrogenase_complex	sarcosine_oxidase_complex	dihydrolipoyl_dehydrogenase_complex	isocitrate_dehydrogenase_complex__NAD__	electron_transfer_flavoprotein_complex	pyruvate_dehydrogenase_complex	respiratory_chain_complex_III	succinate_dehydrogenase_complex	catalase_complex	GMP_reductase_complex	superoxide_dismutase_complex	ferroxidase_complex	Remaining
0159_AB18_26723_20201110_ST	5945421.99999999	0	667.5	74	100.833333333333	386	6194.33333333333	4	68.75	1.75	0	0	77	187.25	0	8.125	1.25	0	407.666666666667	0.25	4	0	65	0	44	5937130.29166666
0159_AZ03_32024_20180718_ST	5941800	0	939.5	36	212.166666666667	541	4519.66666666667	0	24.5	0	0	0	955	190.083333333333	0	20.5	0.625	0	693.75	0	0	0	84	0	45.6666666666667	5933537.54166667
0159_AP39_21392_20180504_ST_E21	5866533	0	817.5	72	225.666666666667	963.916666666667	6013.33333333333	4	136.5	4.25	0	0	367	297.833333333333	0	46.5	1	0	444.75	0	2.25	0	134	0	138	5856864.5
0159_AZ03_32083_20190809_ST	5853768	0	1322	41	8.33333333333333	98	4125	0	205.75	0	0	0	1478	357.5	0	0.75	0	0	498	0.375	0	0	3	0	19.3333333333333	5845610.95833334
0159_AQ29_10011_20170731_ST	5789921	0.5	279.5	21	153.833333333333	689	8651.33333333333	18	40.25	23.5	0	0	73	6.16666666666667	0	3.25	2.5	0	285	1.75	0.25	0	33.5	0	3.66666666666667	5779635
0159_AP39_21101_20171111_ST	5774735	0	762	182	128.166666666667	2056.91666666667	7614.16666666667	5	476.75	0	0	0	1118	168.166666666667	0	183.875	0.625	0	886.25	3.25	0.583333333333333	0	66	0	58.6666666666667	5761024.58333333
0159_AQ29_10041_20171121_ST	5761569	1	493	15	43.6666666666667	313.166666666667	7935.16666666667	6	101.5	0	0	0	105	71.9999999999998	0	22.625	0.75	0	201	0.125	0.25	0	126	0	1.66666666666667	5752131.08333333
0159_AA34_42453_20190809_ST	5759658	0	1069	3276	375.666666666667	648.416666666667	8335.33333333333	53	60	0.75	0	0	1	13.4583333333333	0	16.875	0	0	246.5	0.75	7.16666666666665	0	3697	0	1110.66666666667	5740746.41666667
0159_AZ03_32060_20190920_ST	5740340.99999999	0.5	1086.5	23.5	87.3333333333333	1110.16666666667	4997.5	17	190	2.75	0	1.5	1672	115.25	0	48.5833333333333	1.25	0	1326.75	1.25	0.166666666666667	0	8	0	5	5729645.99999999
0159_AB18_26776_20210113_ST	5729126.00000001	0.25	668	113.5	54.3333333333333	591.166666666667	5595.16666666667	8.5	57	1	0	0	180	74.2499999999998	0	3.125	2.625	0	107	1.5	0	0	70	0	261.333333333333	5721337.25000001
0159_AB18_26645_20200422_ST	5704886	0	716	159	430.333333333333	981.916666666667	5948	22	102.75	0	0	4.5	527	268.333333333333	0	46.5625	0.75	0	336.125	0.5	7.58333333333333	0	112	0	51.6666666666667	5695170.97916666
0159_AV42_66129_20190414_ST	5684208	0	744	102.5	174.333333333333	338.666666666667	5271.66666666667	13	112.75	5.5	0	0	149	186	0	16.5416666666667	0.875	0	205.5	2.125	2.75	0	149	0	35.3333333333333	5676698.45833334
0159_AP39_21359_20180323_ST_E21	5671904	1	934	554	340	1018.91666666667	5312.33333333333	8	109.75	2.75	0	12	439	49	0	37.875	1.125	0	682.25	0.25	1.25	0	124	0	240.666666666667	5662035.83333333
0159_AP39_21064_20171222_ST	5653130	0	944	53	408.833333333333	708.75	5192.5	12	218.5	0	0	0	271	305.833333333333	0	18.25	0	0	184	0.125	6.5	0	55	0	18.6666666666667	5644733.04166667
0159_AB18_26720_20210217_ST	5648673	0	753	317.5	135.833333333333	1377.66666666667	6244.66666666667	6	87.25	0	0	0.5	560	57.6666666666667	0	11.4583333333333	1.875	0	681.75	0.5	2.75	0	99	0	140	5638195.58333333
0159_AK37_71056_20190611_ST	5606527	0	586	100.5	185.5	1040.5	5779.33333333333	8	120.25	2.75	0	0	517	146.166666666667	0	7.375	1.25	0	361.5	0	0.25	0	17	0	11.6666666666667	5597641.95833333
0159_AB18_26425_20190206_ST	5558989	0	524.5	9	200.666666666667	690.666666666667	4958	20	63	0	0	0	221	104.5	0	12.875	1.875	0	195.75	2.875	0.75	0	54	0	6.33333333333333	5551923.20833333
0159_AP39_21261_20180629_ST_E21	5502934	0	780	15	87.5	190.166666666667	5401	0	449.5	1.5	0	2	196	244.75	0	143.625	1.75	0	1034.75	1	0	0	33	0	37	5494315.45833333
0159_AA34_42084_20180509_ST	5501488	0	491.25	5360.5	5886.33333333333	2835.08333333333	8096.83333333333	5	458.75	3	0	25	63	115.638888888889	0	115.854166666667	5.375	0	4271.875	21.375	27.8611111111111	0	3218	3.2	977.472222222223	5469506.59861111
0159_AA34_42113_20180615_ST	5466709	0	646.5	54.5	40.3333333333333	666.166666666667	5298.83333333333	28	113.25	0.5	0	4.5	417	148.5	0	29.125	4.125	0	181.5	3.75	0.25	0	52	0	23	5458997.16666667
0159_AB18_26415_20190218_ST	5462225	0	349	290	120.333333333333	642	11122.5	2	113.5	0.25	0	0	259	28.5	0	2.375	1	0	499	0	0.25	0	105	0	69	5448621.29166667
0159_AP39_21222_20180322_ST_E21	5457020	0	491.5	957.5	629.333333333333	1265.83333333333	5117.83333333333	4	110.75	0	0	0	501	45.875	0	45.75	0.625	0	81.25	0.625	0.333333333333333	0	208	0	421.666666666667	5447138.125
0159_AY44_33033_20171003_ST	5453153	0	779	178	52.3333333333333	341.833333333333	5378.5	3	146.25	0	0	0	239	208.833333333334	0	11	1.625	0	171.5	2	0	0	84	0	1	5445555.125
0159_AV42_66213_20191004_ST	5436777	3	623.5	188.5	1497.33333333333	2652.16666666667	6452.66666666667	142	289.5	0	0	0	211	119.833333333333	0	120.708333333333	2.375	0	960	0.625	26.75	0	233	0	162.666666666667	5423091.375
0159_AA34_42376_20190318_ST	5433622	0	791.5	95	27.3333333333333	127.25	4825.16666666667	0	145.5	0	0	0	233	302.5	0	21.125	0	0	290	0.25	0	0	0	0	1.33333333333333	5426762.04166667
0159_AB18_26520_20200917_ST	5430493.99999999	0	605.5	158	253.833333333333	811.833333333333	4637.16666666667	21	81.75	0.75	0	2.5	193	181.25	0	26.125	4.125	0	288.5	1	0.583333333333333	0	49	0	9	5423169.08333333
0159_AP39_21413_20180813_ST_E21	5424876	5	643.25	140	222.333333333333	691.75	4969.66666666667	4	142	44	0	31.5	220	157.833333333333	0	58.125	0	0	604.5	0.5	1.5	0	82	0	6	5416852.04166667
0159_AB10_26756_20201027_ST	5407572	0.5	570.5	55	87.8333333333333	612.333333333333	5628.16666666667	14	47.5	42.5	0	0.5	195	72.4999999999998	0	2.625	3.625	0	298.5	2.125	0	0	57	0	8	5399873.79166667
0159_AA34_42452_20190801_ST	5404011	0	878.75	82	124.333333333333	263.333333333333	5058.16666666667	6	206	0	0	1	417	137.833333333333	0	15.25	0.25	0	393.25	0.25	0	0	53	0	4.33333333333333	5396370.25
0159_AB18_26722_20201204_ST	5369834	0	723.75	159	520.833333333333	2160.91666666667	5575.83333333333	10	146.75	0	0	0	183	176.083333333333	0	56.0625	2.25	0	793.875	0.125	16.25	0	176	0	130.666666666667	5359002.60416667
0159_AA34_42477_20190918_ST	5339445	0	394.5	19	7.83333333333333	414.833333333333	4845.5	0	27	0	0	0	175	123.416666666667	0	2.25	0.625	0	47	2.625	0	0	9	0	8.66666666666667	5333367.75
0159_AA34_42242_20181111_ST	5333638	0	915.5	167.5	566.5	605.5	5103	28	91.75	0	0	0	675	181.25	0	28.2916666666667	0	0	168.75	0	4.25	0	128	0	9.33333333333333	5324965.375
0159_AZ03_32040_20181023_ST	5326964	0	735.5	11	40.3333333333333	295.166666666667	3934	6	91.25	0.5	0	0	224	282.583333333333	0	1.75	1.25	0	234	1	0.25	0	4	0	19.8333333333333	5321081.58333334
0159_AS41_40057_20180522_ST	5325260	0	780.5	46	93	197.666666666667	3634.33333333333	6	86	0	0	0	300	276	0	0.625	0.375	0	233	0	0	0	45	0	33	5319528.5
0159_AB10_26739_20201029_ST	5322209	0	75	3	114.666666666667	281.5	8471.66666666667	4	43.25	0.25	0	1.5	50	10.25	0	1	0.25	0	101	0	0	0	18	0	3	5313030.66666667
0159_AA34_42088_20180515_ST	5305097	0	786	180	1410.83333333333	2405.08333333333	3475.66666666667	179	264.5	0	0	8	622	188.166666666667	0	144.75	0.25	0	681.25	0	21.5	0	316	0	40	5294374
0159_AY44_33013_20170917_ST	5299208	0	821	2.5	67	349	6182.66666666667	8.5	108.5	0	0	22	485	168	0	32.875	1	0	453.75	0.75	0	0	24	0	1	5290480.45833333
0159_AB18_106720_20190226_ST	5298117	0	745.5	82.5	64.8333333333333	413.833333333333	4407.66666666667	23	55.25	2.5	0	0	240	150.583333333333	0	3.45833333333333	3	0	497.75	0.75	0.166666666666667	0	68	0	12	5291346.20833334
0159_AA34_42437_20190622_ST	5283569	0	857	82.5	236.166666666667	477	6317.83333333333	6	144.5	14.25	0	0.5	211	168.583333333333	0	13.125	0.5	0	315	0.25	0.75	0	45	0	43	5274636.04166667
0159_AP39_21221_20180301_ST_E21	5279448	0	1013.25	1120.5	5384.33333333333	9330.75	7521.66666666667	1	96.25	3.25	0	7.5	484	266.25	0	262	0.75	0	2955	0.125	104.875	0	994	0	340	5249562.5
0159_AP39_21021_20171021_ST	5271360	0	816.5	36	397.333333333333	648.083333333333	4134.5	18	100.5	0.25	0	0.5	898	163	0	27.4166666666667	0.25	0	300.25	0.125	2	0	62	0	31	5263724.29166667
0159_AB18_26453_20190218_ST	5264094	0	1172.5	19	179.5	662	3897.66666666667	32	384.5	1.5	0	13.5	481	250.416666666667	0	165.291666666667	5	0	1608.25	2.25	1.75	0	41	0	5	5255171.875
0159_AB18_26715_20210225_ST	5250261	0	527.5	300.5	297.666666666667	745.75	4642.33333333333	4	66.25	2.25	0	0	336	95.4444444444443	0	20.125	0.625	0	407.75	0.125	0	0	108	0	28	5242678.68055555
0159_AB18_106508_20190812_ST	5212044	0	944.5	455.5	2302.5	3633.41666666667	4715	94	227	11.75	0	0	934	257.75	0	106	0.375	0	1414.5	0.75	46.25	0	434	0	176.333333333333	5196290.375
0159_AP39_21123_20171120_ST	5184101	0	588	35.5	194	453.083333333333	4390.5	24	191.5	0	0	0.5	164	212	0	13.25	0.75	0	587.25	0.375	1.75	0	37	0	17.6666666666667	5177189.875
0159_AQ29_10023_20170921_ST	5169943	2	514	65	84	579.833333333333	5173.66666666667	8	81.75	0	0	1.5	206	61.9166666666668	0	9.375	0.625	0	449.5	0	0	0	0	0	0.333333333333333	5162705.5
0159_AB10_26088_20180508_ST	5164708	0	801.75	30	202.666666666667	396.5	5452.16666666667	0	58	11.5	0	2	277	39.5833333333333	0	29.3125	0.75	0	344.625	0.625	0	0	43	0	18	5157000.52083333
0159_AA34_42333_20190117_ST	5157300	4	466.5	268	783.166666666667	1110.08333333333	10305.5	22	112	8.75	0	0	38	55.4166666666667	0	47.9166666666667	0.25	0	482	0	10.5	0	220	0	111.333333333333	5143254.58333333
0159_AB18_26227_20190319_ST	5157019	0	863	269	1804.66666666667	3062.16666666667	5259.16666666667	163	303.5	0	0	0	264	187	0	102.833333333333	0.75	0	1351.25	0	30.75	0	294	0	101.666666666667	5142962.25
0159_AB10_103255_20180917_ST	5150685	0	583.5	25	3.66666666666667	223	6079.83333333333	0	29.75	0	0	0	303	123.833333333333	0	0.375	1.375	0	90.25	2.625	0	0	56	0	16	5143146.79166666
0159_AZ03_32047_20190415_ST	5107558	0	777.5	50.5	76.6666666666667	293.166666666667	4583.33333333333	5	81.5	0	0	0	221	176.916666666667	0	10.75	0.25	0	192	0	0.166666666666667	0	60	0	31	5100998.25
0159_AA34_42087_20180523_ST	5082822	0	977.5	2020.5	10383.1666666667	18890.5833333333	6862.5	0	0	0	0	0	3	472.583333333333	0	581	0	0	7658	0	263.75	0	2428	0	587	5031694.41666667
0159_AB18_26686_20201114_ST	5076859	0	757.5	358	3336.33333333333	5211.33333333333	5601.33333333333	291	458.25	5.5	0	1	136	214.916666666667	0	164.75	0.5	0	1737.5	0	57.5	0	590	0	127.666666666667	5057809.91666667
0159_AB18_26327_20190627_ST	5026806	1.5	297.25	9	3.66666666666667	588.333333333333	6973	1	27.25	0.75	0	0	187	39.7083333333333	0	2.64583333333333	2.625	0	140.791666666667	0.5	5.25	0	15	0	0.666666666666667	5018510.0625
0159_AZ03_32095_20191213_ST	5014784	0	612.75	11.5	251.666666666667	542.166666666667	5813.16666666667	6	113.5	6.25	0	1	245	146.833333333334	0	20.5208333333333	0.25	0	312.875	0.5	0.416666666666667	0	60	0	7.66666666666667	5006631.9375
0159_AB18_26750_20201118_ST	5012890	0	462.5	18	64.8333333333333	577.166666666667	7393.5	3	154.5	13	0	0	166	22.75	0	6.625	0.5	0	122	0.125	0	0	54	0	5	5003826.5
0159_AB18_26728_20201124_ST	5011613	0	791	10	204.833333333333	607.333333333333	4476.83333333333	12	198.75	22.5	0	0	495	75.75	0	53.625	3	0	558.666666666667	0.875	0.166666666666667	0	54	0	31	5004017.66666667
0159_AA34_42456_20190803_ST	5004507	0.25	673.75	310.5	7.33333333333333	587.333333333333	5008.66666666667	1	22.25	0.5	0	0.5	155	233.333333333333	0	1.27083333333333	0.5	0	385.125	0.5	0.166666666666666	0	39	0	159.666666666667	4996920.35416666
0159_AP39_21383_20180515_ST_E21	4976151	0	638	77	101	554.583333333333	4228.16666666667	16	76.75	0.5	0	0	335	159.083333333334	0	5.625	2	0	247.5	0.25	2	0	50	0	52	4969605.54166667
0159_AA34_42389_20190404_ST	4972911	0	657.5	356	1324.66666666667	2330.83333333333	5694.33333333333	120	204.833333333334	0	0	0.5	459	244.25	0	66.625	0	0	750.75	0.125	23.25	0	242	0	37.3333333333333	4960399
0159_AK37_71011_20180526_ST	4967838	0	650	8	91.6666666666667	352	3661.66666666667	0	48.25	3.5	0	0	475	107.083333333333	0	18.75	1.125	0	278.666666666667	0.75	0.166666666666666	0	29	0	2	4962110.375
0159_AB18_26767_20200812_ST	4952969	0	979.25	84	692.833333333333	1533.58333333333	5072	9	469.5	0	0	0.5	430	315.833333333333	0	232	1.625	0	1074.5	2.25	11	0	278	0	90.6666666666667	4941692.45833334
0159_BA21_18000_20170917_ST	4948238	0	606	61.5	524.666666666667	1260.66666666667	5133.66666666667	73	139.75	0	0	0	254	101.583333333333	0	63.0416666666667	0.125	0	407.5	0.625	6.75	0	109	0	134	4939362.125
0159_AB10_26103_20180911_ST	4947186	0	443.5	9	11.5	265.333333333333	3613.66666666667	0	29.25	10	0	0	64	92.0833333333335	0	8.625	0.625	0	125.25	0.625	0.25	0	14	0	17.6666666666667	4942480.625
0159_AA34_42329_20190116_ST	4929992	0	1559.5	1873.5	456.333333333333	2007	4713.16666666667	60	32.75	0	0	44	2894	137	0	18	0.5	0	1866	0	2.25	0	475	0	1142	4912711
0159_AZ03_32025_20200904_ST	4894731	0	663	304	97.1666666666667	553	4702.16666666667	7	88.75	0.75	0	0	294	116.333333333333	0	19.25	0.75	0	317.25	1.75	0.25	0	7	0	23.6666666666667	4887534.91666667
0159_AB18_26446_20190227_ST	4883069	0	801	5.5	225.5	346.833333333333	4047	7	81	0.25	0	0	1268	188.75	0	11.25	0	0	240	0	2	0	42	0	25.6666666666667	4875777.25
0159_AP39_21140_20180130_ST	4878415	0	514	35.5	135	505	4086.83333333333	19	45.5	0	0	0.5	222	129.083333333333	0	12.75	3.625	0	227.75	2.25	0.166666666666667	0	32	0	16	4872428.04166666
0159_AP39_21174_20171212_ST	4819973	0	473.5	6	172.5	261.166666666667	5967.33333333333	1	13.75	0.25	0	0	106	40.3333333333333	0	11.75	2.625	0	305.75	0.25	0.25	0	43	0	28	4812539.54166667
0159_AY44_33315_20200121_ST	4795054	0	702	191	1359.83333333333	2174.33333333333	6479.33333333333	111	327.5	0	0	0	285	150.833333333333	0	152.166666666667	1.875	0	760.75	0.125	16.25	0	290	0	268.333333333333	4781783.66666666
0159_AB18_26733_20210131_ST	4782291	0	841	214.5	188.5	706.083333333333	4096.5	26	255.75	0.5	0	1	1236	218.5	0	97.0416666666668	0	0	1428.5	1.25	0.75	0	35	0	122	4772822.125
0159_AA34_42485_20190917_ST	4779575	0	422	21	38.1666666666667	197.833333333333	3525.5	2	10	0	0	0	239	170.416666666667	0	1.75	0	0	72.5	1.125	0	0	6	0	4.66666666666667	4774863.04166667
0159_AP39_21260_20180615_ST_E21	4772091	0	604.5	907	180.5	552.75	5036.33333333333	10	57.5	0.25	0	0	475	104.25	0	10	1.125	0	1212.5	3.75	0.75	0	147	0	393	4762394.79166667
0159_AB18_26696_20200819_ST	4769136	0	895.5	1284	500	1023.16666666667	4511.5	2	96.75	0	0	0	408	36.1666666666667	0	7.75	1.75	0	294.75	0.5	0.25	0	336	0	485.333333333333	4759252.58333333
0159_AQ11_10068_20180330_ST	4766225	0.5	489.5	36.3333333333333	89.5	795.5	6469.33333333333	20.5	63.5	0	0	0.5	236	21.2916666666667	0	1.375	2.5	0	452.75	0	0	0	31	0	10.6666666666667	4757504.25
0159_AQ29_10012_20170725_ST	4745077	1.5	337.25	8	255	518.666666666667	6968.33333333333	2	54.25	0.25	0	2	99	14.25	0	3.5625	1	0	314.625	0.5	0.25	0	54.5	0	23.6666666666667	4736418.39583333
0159_AY44_33254_20191029_ST	4744536	5.5	665.5	26	147	690.166666666667	4973.16666666667	12	64.5	16.75	0	1.5	286	70.5833333333332	0	7.875	1.25	0	655	5.25	0.25	0	37	0	11.6666666666667	4736859.04166667
0159_AZ03_32043_20181121_ST	4732058	0	802.25	255	714.833333333333	846.416666666667	3995.33333333333	7	277.5	0.5	0	0	249	195.916666666667	0	91.3125	1.125	0	650.625	0.5	3.5	0	134	0	32	4723801.1875
0159_AP39_21367_20180508_ST_E21	4731499	0	1005.75	39.5	70.5	556.666666666667	5015.16666666667	10	309	1.5	0	0	715	141.166666666667	0	125.8125	0.375	0	1136.875	0.875	0.5	0	10	0	42.6666666666667	4722317.64583334
0159_AB18_26680_20200909_ST	4723091	0	547.5	571.5	246.333333333333	751.666666666667	5200.5	1	83.75	3.75	0	0.5	66	59.8333333333333	0	21.5	0	0	63.5	0.25	0.25	0	269	0	374.333333333333	4714829.83333333
0159_AB10_101629_20180823_ST	4702187	0	322	134.5	144.833333333333	619.333333333333	5523.83333333333	12	49	0	0	0	136	42.5	0	20.625	0.375	0	225.75	0.75	0.5	0	29	0	134.333333333333	4694791.66666667
0159_AS41_40073_20190706_ST	4688662	0	723.75	430	4201.83333333333	7279.75	6541.66666666667	262	407.25	7	0	16.5	37	246.583333333333	0	259.020833333333	0.625	0	2735.875	0	78.5	0	814	0	175	4664445.64583333
0159_AB10_26735_20210107_ST	4674783	0	615.5	6.5	284.333333333333	823.5	5167.66666666667	10	168.75	10.25	0	7	698	176.75	0	36	0.25	0	705.25	0.125	0.166666666666667	0	63	0	17	4665992.95833333
0159_AK37_71053_20190325_ST	4666259	0	532	29	55	583.5	8024.66666666667	7	78	0.5	0	0	249	34.1666666666667	0	15.625	0.625	0	289.25	0.375	0.5	0	55	0	60.6666666666667	4656244.125
0159_AK37_71000_20180131_ST	4653317	0	522.5	89	228	785.666666666667	3822.33333333333	3	52.25	0	0	0	355	144.75	0	14.5	0.25	0	58.5	2.625	0	0	55	0	8.66666666666667	4647174.95833334
0159_AA34_42249_20181203_ST	4652748	0	708.5	49.5	84.6666666666667	257.5	4985.83333333333	0	99	45.25	0	1	192	91.1666666666667	0	34.1458333333333	0	0	363.875	0.125	0	0	14	0	24	4645797.4375
0159_AB18_26332_20190211_ST	4623604	0	528	47	125.833333333333	585.833333333333	4591.33333333333	36	145	2.25	0	1	164	100.833333333333	0	51	0.75	0	198	4.5	0	0	28	0	1	4616993.66666667
0159_AQ29_10096_20180613_ST	4611201	0	590.5	321.5	709	1028.33333333333	4937	13	204.75	0.25	0	0	460	39.3333333333333	0	4.66666666666667	1.75	0	357.25	1.375	0	0	9	0	108.666666666667	4602414.625
0159_AP39_21053_20180126_ST	4605187	0	382	7	74.3333333333333	349.833333333333	4528.16666666667	4	106.75	1.25	0	0	248	119.666666666667	0	14.5	1.25	0	316.25	0	0	0	7	0	6	4599021
0159_AB18_26688_20201108_ST	4592323	2	664.75	55	409.166666666667	1114.83333333333	3831.33333333333	7	69.5	4.25	0	0	477	73.5833333333333	0	25.125	2.25	0	1156.5	0.25	7.5	0	66	0	14	4584342.95833333
0159_AV42_66193_20191022_ST	4564321	0.5	463	18.5	69.8333333333333	1007.75	3141	25	26.5	14.75	0	0	588	179.416666666667	0	4.125	0.5	0	185	0.125	2.75	0	17	0	79.6666666666667	4558497.58333333
0159_AB18_100826_20190405_ST	4562048	3.5	453	25.5	145.166666666667	778.5	4224.83333333333	2	57	2.5	0	0.5	355	104.833333333333	0	5.625	0.25	0	450	0.375	0.416666666666667	0	7	0	25	4555407
0159_AC15_76009_20201211_ST	4551486	0	663.5	58	190.833333333333	261	4273.66666666667	7	37.75	0.75	0	1	357	104	0	11.375	0.5	0	235.416666666667	0	0.166666666666667	0	29	0	47.3333333333333	4545207.70833333
0159_AP39_21375_20181004_ST_E21	4540222	0	675.5	79	129	502.5	4099.83333333333	2	71	5.5	0	5.5	503	83.9999999999998	0	27.5	2.5	0	717.25	0.875	0.25	0	50	0	38	4533228.79166666
0159_AB18_26367_20190211_ST	4522125	3.5	583.75	23.5	116.833333333333	836.833333333333	4136.5	9	78.5	0.333333333333333	0	7.5	225	86.7500000000002	0	32	1.625	0	451.75	1.375	0	0	25	0	22.6666666666667	4515482.58333334
0159_AA34_42377_20190401_ST	4518410	0	723	333	48.5	516	4674.5	0	66.25	0	0	0	404	105.5	0	6.75	0	0	611.25	0	0.25	0	86	0	64.6666666666667	4510770.33333333
0159_AQ11_10121_20180922_ST	4517885	3	290	21.5	76	828.833333333333	6351.33333333333	8.5	30.75	7.08333333333335	0	4	178	6.91666666666667	0	2.75	1.625	0	297	0	1	0	45.5	0	11.6666666666667	4509719.54166667
0159_AA34_42239_20181129_ST	4514439	0	427	1350.83333333333	551.666666666667	852.5	5131.16666666667	0	102.75	0	0	0	349	8.16666666666666	0	17.5	1.625	0	548	0.5	0.5	0	225	0	725.25	4504147.54166667
0159_AP39_21055_20180607_ST	4508894	0	611	2	56.5	215.833333333333	4133.5	6	49.5	0.75	0	0	85	227.25	0	1	1.125	0	96.5	0	0	0	70.5	0	3	4503334.54166667
0159_AY44_33193_20190808_ST	4505960	3	369	32	54.5	573.25	5022.83333333333	5	71.75	16	0	2.5	191	54.6666666666667	0	20.5	1.5	0	376	0.75	0.5	0	15	0	32.3333333333333	4499117.91666667
0159_AA34_42106_20180813_ST	4494695	0	196	10	36.5	634.333333333333	4146.5	5	9.25	100.25	0	1	199	2.83333333333333	0	0.625	3.25	0	188	1.25	0.5	0	5	0	24.6666666666667	4489131.04166667
0159_AZ03_32078_20190616_ST	4484401	1	606.5	90	149.166666666667	397.166666666667	3651	1	26.75	12.25	0	0.5	298	93.9166666666667	0	15.4583333333333	1.625	0	367	0.25	0.166666666666667	0	40	0	44.6666666666667	4478604.58333333
0159_AB18_26761_20201025_ST	4483699	2	711.25	61.5	116	536.666666666667	4062	26	145.75	2.25	0	7	230	105.5	0	49.1666666666667	1.375	0	738	1.375	1.25	0	72	0	57.6666666666667	4476772.25
0159_AB18_26725_20201214_ST	4471501	0	592.5	261	20.8333333333333	752.5	4303.33333333333	18	136.75	0	0	0	253	117.333333333333	0	17.5	1.375	0	261.75	3.625	0	0	71	0	152.333333333333	4464538.16666667
0159_AB18_26774_20210205_ST	4466444	0	537.5	101	257.166666666667	733.5	3047.5	0	89	0	0	0	82	280.916666666667	0	9.25	4.125	0	340.75	0	6	0	64	0	39.3333333333333	4460851.95833333
0159_AB18_26765_20200916_ST	4465155	0	562	749.5	1494.83333333333	3418.08333333333	4341	0	81.75	5.25	0	244.5	215	126	0	75.875	1.25	0	1106.5	0.125	22.75	0	424	0	228.333333333333	4452058.25
0159_AB18_26825_20210211_ST	4460863	0	601	739	476.5	1426.66666666667	6663.83333333333	17	68.25	0.5	0	0	303	34.8333333333333	0	24.375	0.5	0	1367.25	0.25	7.75	0	498	0	171	4448463.29166667
0159_AV42_66139_20190626_ST	4449307	0	435	11	12.1666666666667	459.333333333333	5537.16666666667	4	356	0.25	0	0.5	130	36.8333333333333	0	0.375	0.25	0	88	1	0.416666666666667	0	0	0	6.33333333333333	4442228.375
0159_AA34_42443_20190710_ST	4447682	0	173	140.5	349.833333333333	1030	4097.66666666667	38	68.75	16.5	0	0	363	11.5	0	17.0416666666667	0	0	190.25	0	1.66666666666667	0	89	0	91.6666666666667	4441003.625
0159_AY44_33066_20171009_ST	4443793	0	774.25	285.5	753.833333333333	1434.58333333333	4095.83333333333	70	131.25	0	0	8	780	154.416666666667	0	42.6875	2.33333333333333	0	599.625	0.375	9	0	181	0	61	4434409.3125
0159_AZ03_32096_20191217_ST	4424352	0	688.25	6	22.8333333333333	251.833333333333	4478.5	10	296.5	0	0	1	297	203.166666666666	0	86.9166666666668	2.125	0	406	1.25	0.666666666666667	0	3	0	5.66666666666667	4417591.29166666
0159_AQ11_10127_20181014_ST	4416637	1	445	244	151.666666666667	576	7959.16666666667	13	79.25	0	0	0	197	16	0	0.5	1.5	0	141.75	0.125	0.25	0	80	0	6.66666666666667	4406724.125
0159_AP39_21219_20180306_ST_E21	4403304.00000001	0	615.75	1118	82.5	529	6014.33333333333	3	53.5	0.75	0	0.5	420	62.3333333333333	0	6.1875	1.875	0	281.625	0.5625	0	0	513	0	275.666666666667	4393325.41666667
0159_AY44_33171_20190508_ST	4392396	1	564.25	30	178	800.666666666667	4896	25	51.75	2.25	0	0	422	24.75	0	29.4791666666667	0.375	0	694.375	0.625	3.25	0	32	0	73.3333333333333	4384566.89583334
0159_AB10_26814_20210228_ST	4340371	0	739.5	19	139	898.5	4138	2.5	79.25	0.333333333333333	0	1.5	618	82.9166666666665	0	11.5	0.875	0	616	0.25	0.166666666666667	0	15	0	3.66666666666667	4333005.04166667
0159_AB18_100015_20190205_ST	4335856	0	421	255	33.6666666666667	259.833333333333	4052.83333333333	2	18.25	0	0	0	211	87.4166666666665	0	0.5	0.25	0	168.5	0	0.25	0	77	0	132	4330136.5
0159_AP39_21554_20181009_ST	4325517	0	397.5	11	58.1666666666667	303	3426.5	3	69.75	0.25	0	0	279	190	0	1.95833333333333	0	0	171.25	0	0	0	46	0	1.66666666666667	4320557.95833334
0159_AZ03_32089_20191030_ST	4320701	0	463	30.5	208.5	641.25	4210.33333333333	20	95	0.25	0	2	123	29.6666666666667	0	23.4166666666667	0.75	0	680.75	0.5	3	0	31	0	31	4314107.08333333
0159_AJ09_750052_20190916_ST	4308106	0	884.5	129	143.166666666667	629.833333333333	4533.83333333333	9	190.5	0.5	0	2	592	111.333333333333	0	52.75	0.625	0	869.75	0.5	0.25	0	33.5	0	52	4299870.95833333
0159_AA34_42314_20190102_ST	4279966	0	606.25	15.5	82	242.583333333333	3432	7	81.75	0	0	0.5	288	172.75	0	37.5625	0	0	312.875	0.25	0.5	0	24	0	8.66666666666667	4274653.8125
0159_AY44_33044_20170923_ST	4278594	0	467.75	63	61.6666666666667	767	4014.16666666667	5	50.5	38.6666666666667	0	1.5	157	28.25	0	7.0625	0.875	0	244.875	0	0.25	0	23	0	23.3333333333333	4272640.10416666
